BOPOMR;HERKOMST;HFUDD;ALDER;KØN;TID;INDHOLD 
400 Bornholm;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;221
400 Bornholm;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;945
400 Bornholm;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;48
400 Bornholm;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;26694
410 Middelfart;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1253
410 Middelfart;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;3998
410 Middelfart;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;235
410 Middelfart;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1506
410 Middelfart;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;72
410 Middelfart;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;25823
420 Assens;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1316
420 Assens;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;3815
420 Assens;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;212
420 Assens;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1153
420 Assens;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;81
420 Assens;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;28256
430 Faaborg-Midtfyn;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1668
430 Faaborg-Midtfyn;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;4781
430 Faaborg-Midtfyn;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;249
430 Faaborg-Midtfyn;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1339
430 Faaborg-Midtfyn;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;127
430 Faaborg-Midtfyn;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;34430
440 Kerteminde;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;659
440 Kerteminde;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;2245
440 Kerteminde;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;126
440 Kerteminde;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;632
440 Kerteminde;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;53
440 Kerteminde;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;15912
450 Nyborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;989
450 Nyborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;2972
450 Nyborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;173
450 Nyborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;937
450 Nyborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;88
450 Nyborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;21714
461 Odense;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;6922
461 Odense;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;22962
461 Odense;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;5757
461 Odense;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;12151
461 Odense;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;1348
461 Odense;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;145454
479 Svendborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1724
479 Svendborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;7392
479 Svendborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;341
479 Svendborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1834
479 Svendborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;97
479 Svendborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;40295
480 Nordfyns;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;937
480 Nordfyns;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;2504
480 Nordfyns;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;137
480 Nordfyns;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;681
480 Nordfyns;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;61
480 Nordfyns;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;20146
482 Langeland;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;238
482 Langeland;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;901
482 Langeland;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;45
482 Langeland;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;215
482 Langeland;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;8
482 Langeland;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;8266
492 Ærø;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;193
492 Ærø;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;589
492 Ærø;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;25
492 Ærø;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;164
492 Ærø;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;13
492 Ærø;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;3953
510 Haderslev;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1612
510 Haderslev;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;5422
510 Haderslev;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;269
510 Haderslev;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1488
510 Haderslev;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;56
510 Haderslev;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;38257
530 Billund;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;837
530 Billund;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;2019
530 Billund;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;98
530 Billund;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;670
530 Billund;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;42
530 Billund;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;18102
540 Sønderborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;2616
540 Sønderborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;7221
540 Sønderborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;551
540 Sønderborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;2664
540 Sønderborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;174
540 Sønderborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;50146
550 Tønder;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1048
550 Tønder;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;2884
550 Tønder;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;95
550 Tønder;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;762
550 Tønder;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;34
550 Tønder;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;25804
561 Esbjerg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;3874
561 Esbjerg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;13152
561 Esbjerg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;888
561 Esbjerg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;3704
561 Esbjerg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;207
561 Esbjerg;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;81291
563 Fanø;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;128
563 Fanø;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;552
563 Fanø;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;27
563 Fanø;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;162
563 Fanø;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;8
563 Fanø;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;2164
573 Varde;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1570
573 Varde;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;4444
573 Varde;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;183
573 Varde;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1078
573 Varde;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;60
573 Varde;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;34346
575 Vejen;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1296
575 Vejen;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;3361
575 Vejen;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;188
575 Vejen;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;970
575 Vejen;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;38
575 Vejen;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;28996
580 Aabenraa;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1712
580 Aabenraa;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;4971
580 Aabenraa;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;235
580 Aabenraa;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1564
580 Aabenraa;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;73
580 Aabenraa;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;40264
607 Fredericia;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1573
607 Fredericia;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;4807
607 Fredericia;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;344
607 Fredericia;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1578
607 Fredericia;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;101
607 Fredericia;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;34925
615 Horsens;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;3556
615 Horsens;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;9824
615 Horsens;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;546
615 Horsens;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;3111
615 Horsens;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;169
615 Horsens;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;62035
621 Kolding;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;3645
621 Kolding;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;9501
621 Kolding;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;1033
621 Kolding;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;4089
621 Kolding;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;195
621 Kolding;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;64152
630 Vejle;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;4090
630 Vejle;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;12661
630 Vejle;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;757
630 Vejle;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;5247
630 Vejle;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;268
630 Vejle;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;77935
657 Herning;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;3577
657 Herning;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;8700
657 Herning;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;665
657 Herning;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;2476
657 Herning;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;131
657 Herning;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;61441
661 Holstebro;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1867
661 Holstebro;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;6414
661 Holstebro;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;232
661 Holstebro;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1706
661 Holstebro;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;48
661 Holstebro;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;39754
665 Lemvig;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;445
665 Lemvig;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;1828
665 Lemvig;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;58
665 Lemvig;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;454
665 Lemvig;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;33
665 Lemvig;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;13780
671 Struer;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;544
671 Struer;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;1974
671 Struer;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;82
671 Struer;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;482
671 Struer;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;22
671 Struer;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;14442
706 Syddjurs;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1321
706 Syddjurs;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;4184
706 Syddjurs;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;318
706 Syddjurs;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1648
706 Syddjurs;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;120
706 Syddjurs;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;28415
707 Norddjurs;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;974
707 Norddjurs;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;2854
707 Norddjurs;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;134
707 Norddjurs;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;661
707 Norddjurs;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;35
707 Norddjurs;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;26553
710 Favrskov;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1851
710 Favrskov;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;4844
710 Favrskov;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;329
710 Favrskov;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;2425
710 Favrskov;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;264
710 Favrskov;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;32415
727 Odder;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;780
727 Odder;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;2419
727 Odder;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;169
727 Odder;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;991
727 Odder;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;79
727 Odder;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;15079
730 Randers;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;3862
730 Randers;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;8688
730 Randers;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;607
730 Randers;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;2925
730 Randers;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;178
730 Randers;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;68137
740 Silkeborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;3592
740 Silkeborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;10303
740 Silkeborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;636
740 Silkeborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;4020
740 Silkeborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;232
740 Silkeborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;62554
741 Samsø;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;92
741 Samsø;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;361
741 Samsø;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;38
741 Samsø;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;118
741 Samsø;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;5
741 Samsø;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;2428
746 Skanderborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;2509
746 Skanderborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;6737
746 Skanderborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;517
