BOPOMR;HERKOMST;HFUDD;ALDER;KØN;TID;INDHOLD 
860 Hjørring;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2015 2015;1494
860 Hjørring;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2015 2015;71
860 Hjørring;TOT Total;TOT Total;TOT Age, total;TOT Total;2015 2015;45012
000 All Denmark;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;193968
000 All Denmark;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;585097
000 All Denmark;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;95758
000 All Denmark;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;366273
000 All Denmark;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;33065
000 All Denmark;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;4027369
101 Copenhagen;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;21321
101 Copenhagen;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;70674
101 Copenhagen;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;33577
101 Copenhagen;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;94610
101 Copenhagen;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;8420
101 Copenhagen;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;468636
147 Frederiksberg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;3493
147 Frederiksberg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;12290
147 Frederiksberg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;5100
147 Frederiksberg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;19570
147 Frederiksberg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;1833
147 Frederiksberg;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;76698
151 Ballerup;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1572
151 Ballerup;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;4496
151 Ballerup;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;391
151 Ballerup;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;2622
151 Ballerup;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;371
151 Ballerup;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;32312
153 Brøndby;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1134
153 Brøndby;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;2687
153 Brøndby;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;335
153 Brøndby;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1317
153 Brøndby;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;100
153 Brøndby;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;24515
155 Dragør;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;571
155 Dragør;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;1410
155 Dragør;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;163
155 Dragør;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1138
155 Dragør;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;75
155 Dragør;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;9147
157 Gentofte;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;2480
157 Gentofte;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;8834
157 Gentofte;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;1765
157 Gentofte;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;13386
157 Gentofte;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;1446
157 Gentofte;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;51503
159 Gladsaxe;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;2318
159 Gladsaxe;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;7548
159 Gladsaxe;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;1153
159 Gladsaxe;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;6733
159 Gladsaxe;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;956
159 Gladsaxe;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;47816
161 Glostrup;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;848
161 Glostrup;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;1987
161 Glostrup;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;240
161 Glostrup;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1105
161 Glostrup;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;96
161 Glostrup;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;15593
163 Herlev;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;996
163 Herlev;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;2738
163 Herlev;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;278
163 Herlev;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1565
163 Herlev;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;189
163 Herlev;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;19314
165 Albertslund;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;885
165 Albertslund;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;2798
165 Albertslund;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;420
165 Albertslund;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1265
165 Albertslund;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;89
165 Albertslund;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;19393
167 Hvidovre;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1891
167 Hvidovre;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;4707
167 Hvidovre;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;699
167 Hvidovre;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;2840
167 Hvidovre;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;235
167 Hvidovre;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;36933
169 Høje-Taastrup;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1851
169 Høje-Taastrup;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;4043
169 Høje-Taastrup;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;416
169 Høje-Taastrup;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;2246
169 Høje-Taastrup;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;226
169 Høje-Taastrup;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;34974
173 Lyngby-Taarbæk;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1757
173 Lyngby-Taarbæk;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;6474
173 Lyngby-Taarbæk;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;1457
173 Lyngby-Taarbæk;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;8483
173 Lyngby-Taarbæk;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;1171
173 Lyngby-Taarbæk;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;37754
175 Rødovre;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1274
175 Rødovre;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;3612
175 Rødovre;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;458
175 Rødovre;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;2199
175 Rødovre;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;222
175 Rødovre;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;26354
183 Ishøj;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;729
183 Ishøj;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;1637
183 Ishøj;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;193
183 Ishøj;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;814
183 Ishøj;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;61
183 Ishøj;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;16076
185 Tårnby;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1513
185 Tårnby;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;3335
185 Tårnby;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;379
185 Tårnby;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1860
185 Tårnby;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;154
185 Tårnby;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;29578
187 Vallensbæk;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;642
187 Vallensbæk;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;1424
187 Vallensbæk;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;173
187 Vallensbæk;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;944
187 Vallensbæk;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;69
187 Vallensbæk;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;10416
190 Furesø;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1389
190 Furesø;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;4855
190 Furesø;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;489
190 Furesø;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;4784
190 Furesø;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;676
190 Furesø;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;26632
201 Allerød;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;967
201 Allerød;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;2836
201 Allerød;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;266
201 Allerød;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;2673
201 Allerød;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;334
201 Allerød;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;16420
210 Fredensborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1393
210 Fredensborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;4474
210 Fredensborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;609
210 Fredensborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;3433
210 Fredensborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;345
210 Fredensborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;27390
217 Helsingør;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;2096
217 Helsingør;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;6775
217 Helsingør;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;611
217 Helsingør;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;3535
217 Helsingør;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;271
217 Helsingør;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;42417
219 Hillerød;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1952
219 Hillerød;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;5945
219 Hillerød;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;464
219 Hillerød;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;3632
219 Hillerød;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;375
219 Hillerød;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;34328
223 Hørsholm;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;894
223 Hørsholm;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;2721
223 Hørsholm;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;350
223 Hørsholm;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;3134
223 Hørsholm;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;263
223 Hørsholm;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;15817
230 Rudersdal;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1657
230 Rudersdal;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;5984
230 Rudersdal;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;1129
230 Rudersdal;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;8631
230 Rudersdal;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;1006
230 Rudersdal;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;36277
240 Egedal;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1895
240 Egedal;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;4343
240 Egedal;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;375
240 Egedal;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;2408
240 Egedal;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;309
240 Egedal;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;28941
250 Frederikssund;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1580
250 Frederikssund;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;4483
250 Frederikssund;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;270
250 Frederikssund;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1640
250 Frederikssund;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;154
250 Frederikssund;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;30394
253 Greve;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1952
253 Greve;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;4212
253 Greve;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;403
253 Greve;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;2277
253 Greve;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;154
253 Greve;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;33658
259 Køge;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;2239
259 Køge;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;5223
259 Køge;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;423
259 Køge;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;2167
259 Køge;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;163
259 Køge;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;41460
260 Halsnæs;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;933
260 Halsnæs;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;2839
260 Halsnæs;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;154
260 Halsnæs;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;879
260 Halsnæs;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;75
260 Halsnæs;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;21300
265 Roskilde;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;3413
265 Roskilde;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;9700
265 Roskilde;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;1108
265 Roskilde;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;6698
265 Roskilde;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;779
265 Roskilde;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;60369
269 Solrød;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;994
269 Solrød;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;2006
269 Solrød;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;182
269 Solrød;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1124
269 Solrød;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;77
269 Solrød;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;14943
270 Gribskov;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1298
270 Gribskov;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;4108
270 Gribskov;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;294
270 Gribskov;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1621
270 Gribskov;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;126
270 Gribskov;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;27715
306 Odsherred;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;738
306 Odsherred;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;2695
306 Odsherred;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;127
306 Odsherred;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;693
306 Odsherred;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;37
306 Odsherred;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;22164
316 Holbæk;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;2296
316 Holbæk;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;7244
316 Holbæk;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;394
316 Holbæk;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;2281
316 Holbæk;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;143
316 Holbæk;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;48985
320 Faxe;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1097
320 Faxe;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;3046
320 Faxe;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;146
320 Faxe;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;841
320 Faxe;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;46
320 Faxe;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;24900
326 Kalundborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1473
326 Kalundborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;3762
326 Kalundborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;152
326 Kalundborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1060
326 Kalundborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;83
326 Kalundborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;33266
329 Ringsted;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1325
329 Ringsted;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;3034
329 Ringsted;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;241
329 Ringsted;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1225
329 Ringsted;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;108
329 Ringsted;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;24087
330 Slagelse;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;2448
330 Slagelse;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;7336
330 Slagelse;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;521
330 Slagelse;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1933
330 Slagelse;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;119
330 Slagelse;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;54806
336 Stevns;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;721
336 Stevns;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;1859
336 Stevns;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;115
336 Stevns;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;656
336 Stevns;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;57
336 Stevns;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;15291
340 Sorø;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;916
340 Sorø;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;2801
340 Sorø;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;210
340 Sorø;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1268
340 Sorø;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;96
340 Sorø;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;20372
350 Lejre;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1093
350 Lejre;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;2758
350 Lejre;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;226
350 Lejre;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1495
350 Lejre;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;184
350 Lejre;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;18534
360 Lolland;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;841
360 Lolland;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;2989
360 Lolland;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;108
360 Lolland;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;629
360 Lolland;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;27
360 Lolland;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;28577
370 Næstved;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;2702
370 Næstved;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;8409
370 Næstved;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;410
370 Næstved;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;2266
370 Næstved;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;132
370 Næstved;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;57540
376 Guldborgsund;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1607
376 Guldborgsund;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;5645
376 Guldborgsund;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;228
376 Guldborgsund;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1379
376 Guldborgsund;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;48
376 Guldborgsund;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;41675
390 Vordingborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;1240
390 Vordingborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;4396
390 Vordingborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2016 2016;218
390 Vordingborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2016 2016;1230
390 Vordingborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2016 2016;73
390 Vordingborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2016 2016;31223
400 Bornholm;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2016 2016;896
400 Bornholm;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2016 2016;3547
