ULLIG;KOMMUNEDK;TID;INDHOLD 
73 P90/10 (Upper decile boundary divided by lower);320 Faxe;2008 2008;2.51
73 P90/10 (Upper decile boundary divided by lower);326 Kalundborg;2008 2008;2.54
73 P90/10 (Upper decile boundary divided by lower);329 Ringsted;2008 2008;2.56
73 P90/10 (Upper decile boundary divided by lower);330 Slagelse;2008 2008;2.57
73 P90/10 (Upper decile boundary divided by lower);336 Stevns;2008 2008;2.52
73 P90/10 (Upper decile boundary divided by lower);340 Sorø;2008 2008;2.52
73 P90/10 (Upper decile boundary divided by lower);350 Lejre;2008 2008;2.53
73 P90/10 (Upper decile boundary divided by lower);360 Lolland;2008 2008;2.49
73 P90/10 (Upper decile boundary divided by lower);370 Næstved;2008 2008;2.56
73 P90/10 (Upper decile boundary divided by lower);376 Guldborgsund;2008 2008;2.57
73 P90/10 (Upper decile boundary divided by lower);390 Vordingborg;2008 2008;2.61
73 P90/10 (Upper decile boundary divided by lower);400 Bornholm;2008 2008;2.37
73 P90/10 (Upper decile boundary divided by lower);410 Middelfart;2008 2008;2.44
73 P90/10 (Upper decile boundary divided by lower);420 Assens;2008 2008;2.39
73 P90/10 (Upper decile boundary divided by lower);430 Faaborg-Midtfyn;2008 2008;2.43
73 P90/10 (Upper decile boundary divided by lower);440 Kerteminde;2008 2008;2.36
73 P90/10 (Upper decile boundary divided by lower);450 Nyborg;2008 2008;2.39
73 P90/10 (Upper decile boundary divided by lower);461 Odense;2008 2008;2.91
73 P90/10 (Upper decile boundary divided by lower);479 Svendborg;2008 2008;2.68
73 P90/10 (Upper decile boundary divided by lower);480 Nordfyns;2008 2008;2.41
73 P90/10 (Upper decile boundary divided by lower);482 Langeland;2008 2008;2.41
73 P90/10 (Upper decile boundary divided by lower);492 Ærø;2008 2008;2.59
73 P90/10 (Upper decile boundary divided by lower);510 Haderslev;2008 2008;2.46
73 P90/10 (Upper decile boundary divided by lower);530 Billund;2008 2008;2.43
73 P90/10 (Upper decile boundary divided by lower);540 Sønderborg;2008 2008;2.45
73 P90/10 (Upper decile boundary divided by lower);550 Tønder;2008 2008;2.52
73 P90/10 (Upper decile boundary divided by lower);561 Esbjerg;2008 2008;2.55
73 P90/10 (Upper decile boundary divided by lower);563 Fanø;2008 2008;2.69
73 P90/10 (Upper decile boundary divided by lower);573 Varde;2008 2008;2.43
73 P90/10 (Upper decile boundary divided by lower);575 Vejen;2008 2008;2.42
73 P90/10 (Upper decile boundary divided by lower);580 Aabenraa;2008 2008;2.53
73 P90/10 (Upper decile boundary divided by lower);607 Fredericia;2008 2008;2.44
73 P90/10 (Upper decile boundary divided by lower);615 Horsens;2008 2008;2.55
73 P90/10 (Upper decile boundary divided by lower);621 Kolding;2008 2008;2.57
73 P90/10 (Upper decile boundary divided by lower);630 Vejle;2008 2008;2.55
73 P90/10 (Upper decile boundary divided by lower);657 Herning;2008 2008;2.47
73 P90/10 (Upper decile boundary divided by lower);661 Holstebro;2008 2008;2.52
73 P90/10 (Upper decile boundary divided by lower);665 Lemvig;2008 2008;2.53
73 P90/10 (Upper decile boundary divided by lower);671 Struer;2008 2008;2.44
73 P90/10 (Upper decile boundary divided by lower);706 Syddjurs;2008 2008;2.49
73 P90/10 (Upper decile boundary divided by lower);707 Norddjurs;2008 2008;2.56
73 P90/10 (Upper decile boundary divided by lower);710 Favrskov;2008 2008;2.37
73 P90/10 (Upper decile boundary divided by lower);727 Odder;2008 2008;2.44
73 P90/10 (Upper decile boundary divided by lower);730 Randers;2008 2008;2.45
73 P90/10 (Upper decile boundary divided by lower);740 Silkeborg;2008 2008;2.50
73 P90/10 (Upper decile boundary divided by lower);741 Samsø;2008 2008;2.62
73 P90/10 (Upper decile boundary divided by lower);746 Skanderborg;2008 2008;2.41
73 P90/10 (Upper decile boundary divided by lower);751 Aarhus;2008 2008;3.39
73 P90/10 (Upper decile boundary divided by lower);756 Ikast-Brande;2008 2008;2.42
73 P90/10 (Upper decile boundary divided by lower);760 Ringkøbing-Skjern;2008 2008;2.49
73 P90/10 (Upper decile boundary divided by lower);766 Hedensted;2008 2008;2.37
73 P90/10 (Upper decile boundary divided by lower);773 Morsø;2008 2008;2.47
73 P90/10 (Upper decile boundary divided by lower);779 Skive;2008 2008;2.42
73 P90/10 (Upper decile boundary divided by lower);787 Thisted;2008 2008;2.50
73 P90/10 (Upper decile boundary divided by lower);791 Viborg;2008 2008;2.48
73 P90/10 (Upper decile boundary divided by lower);810 Brønderslev;2008 2008;2.47
73 P90/10 (Upper decile boundary divided by lower);813 Frederikshavn;2008 2008;2.44
73 P90/10 (Upper decile boundary divided by lower);820 Vesthimmerlands;2008 2008;2.49
73 P90/10 (Upper decile boundary divided by lower);825 Læsø;2008 2008;2.42
73 P90/10 (Upper decile boundary divided by lower);840 Rebild;2008 2008;2.54
73 P90/10 (Upper decile boundary divided by lower);846 Mariagerfjord;2008 2008;2.49
73 P90/10 (Upper decile boundary divided by lower);849 Jammerbugt;2008 2008;2.48
73 P90/10 (Upper decile boundary divided by lower);851 Aalborg;2008 2008;2.83
73 P90/10 (Upper decile boundary divided by lower);860 Hjørring;2008 2008;2.50
73 P90/10 (Upper decile boundary divided by lower);575 Vejen;2004 2004;2.38
73 P90/10 (Upper decile boundary divided by lower);580 Aabenraa;2004 2004;2.49
73 P90/10 (Upper decile boundary divided by lower);607 Fredericia;2004 2004;2.46
73 P90/10 (Upper decile boundary divided by lower);615 Horsens;2004 2004;2.50
73 P90/10 (Upper decile boundary divided by lower);621 Kolding;2004 2004;2.55
73 P90/10 (Upper decile boundary divided by lower);630 Vejle;2004 2004;2.57
73 P90/10 (Upper decile boundary divided by lower);657 Herning;2004 2004;2.48
73 P90/10 (Upper decile boundary divided by lower);661 Holstebro;2004 2004;2.48
73 P90/10 (Upper decile boundary divided by lower);665 Lemvig;2004 2004;2.49
73 P90/10 (Upper decile boundary divided by lower);671 Struer;2004 2004;2.39
73 P90/10 (Upper decile boundary divided by lower);706 Syddjurs;2004 2004;2.41
73 P90/10 (Upper decile boundary divided by lower);707 Norddjurs;2004 2004;2.43
73 P90/10 (Upper decile boundary divided by lower);710 Favrskov;2004 2004;2.35
73 P90/10 (Upper decile boundary divided by lower);727 Odder;2004 2004;2.45
73 P90/10 (Upper decile boundary divided by lower);730 Randers;2004 2004;2.44
73 P90/10 (Upper decile boundary divided by lower);740 Silkeborg;2004 2004;2.48
73 P90/10 (Upper decile boundary divided by lower);741 Samsø;2004 2004;2.37
73 P90/10 (Upper decile boundary divided by lower);746 Skanderborg;2004 2004;2.39
73 P90/10 (Upper decile boundary divided by lower);751 Aarhus;2004 2004;3.23
73 P90/10 (Upper decile boundary divided by lower);756 Ikast-Brande;2004 2004;2.37
73 P90/10 (Upper decile boundary divided by lower);760 Ringkøbing-Skjern;2004 2004;2.46
73 P90/10 (Upper decile boundary divided by lower);766 Hedensted;2004 2004;2.36
73 P90/10 (Upper decile boundary divided by lower);773 Morsø;2004 2004;2.37
73 P90/10 (Upper decile boundary divided by lower);779 Skive;2004 2004;2.38
73 P90/10 (Upper decile boundary divided by lower);787 Thisted;2004 2004;2.44
73 P90/10 (Upper decile boundary divided by lower);791 Viborg;2004 2004;2.44
73 P90/10 (Upper decile boundary divided by lower);810 Brønderslev;2004 2004;2.39
73 P90/10 (Upper decile boundary divided by lower);813 Frederikshavn;2004 2004;2.36
73 P90/10 (Upper decile boundary divided by lower);820 Vesthimmerlands;2004 2004;2.40
73 P90/10 (Upper decile boundary divided by lower);825 Læsø;2004 2004;2.26
73 P90/10 (Upper decile boundary divided by lower);840 Rebild;2004 2004;2.48
73 P90/10 (Upper decile boundary divided by lower);846 Mariagerfjord;2004 2004;2.43
73 P90/10 (Upper decile boundary divided by lower);849 Jammerbugt;2004 2004;2.40
73 P90/10 (Upper decile boundary divided by lower);851 Aalborg;2004 2004;2.74
73 P90/10 (Upper decile boundary divided by lower);860 Hjørring;2004 2004;2.42
70 Gini coefficient;000 All Denmark;2004 2004;24.68
70 Gini coefficient;101 Copenhagen;2004 2004;27.73
70 Gini coefficient;147 Frederiksberg;2004 2004;29.15
70 Gini coefficient;151 Ballerup;2004 2004;21.49
70 Gini coefficient;153 Brøndby;2004 2004;21.81
70 Gini coefficient;155 Dragør;2004 2004;22.53
70 Gini coefficient;157 Gentofte;2004 2004;36.06
70 Gini coefficient;159 Gladsaxe;2004 2004;23.85
70 Gini coefficient;161 Glostrup;2004 2004;21.81
70 Gini coefficient;163 Herlev;2004 2004;22.42
70 Gini coefficient;165 Albertslund;2004 2004;23.21
70 Gini coefficient;167 Hvidovre;2004 2004;21.67
70 Gini coefficient;169 Høje-Taastrup;2004 2004;22.61
70 Gini coefficient;173 Lyngby-Taarbæk;2004 2004;29.15
70 Gini coefficient;175 Rødovre;2004 2004;21.40
70 Gini coefficient;183 Ishøj;2004 2004;22.62
70 Gini coefficient;185 Tårnby;2004 2004;20.41
70 Gini coefficient;187 Vallensbæk;2004 2004;19.78
70 Gini coefficient;190 Furesø;2004 2004;24.84
70 Gini coefficient;201 Allerød;2004 2004;22.70
70 Gini coefficient;210 Fredensborg;2004 2004;26.63
70 Gini coefficient;217 Helsingør;2004 2004;24.59
70 Gini coefficient;219 Hillerød;2004 2004;23.03
70 Gini coefficient;223 Hørsholm;2004 2004;31.19
70 Gini coefficient;230 Rudersdal;2004 2004;34.67
70 Gini coefficient;240 Egedal;2004 2004;19.62
70 Gini coefficient;250 Frederikssund;2004 2004;21.40
70 Gini coefficient;253 Greve;2004 2004;22.02
70 Gini coefficient;259 Køge;2004 2004;21.60
70 Gini coefficient;260 Halsnæs;2004 2004;20.40
70 Gini coefficient;265 Roskilde;2004 2004;23.72
70 Gini coefficient;269 Solrød;2004 2004;22.00
70 Gini coefficient;270 Gribskov;2004 2004;21.94
70 Gini coefficient;306 Odsherred;2004 2004;21.39
70 Gini coefficient;316 Holbæk;2004 2004;22.86
70 Gini coefficient;320 Faxe;2004 2004;21.26
70 Gini coefficient;326 Kalundborg;2004 2004;21.62
70 Gini coefficient;329 Ringsted;2004 2004;21.83
70 Gini coefficient;330 Slagelse;2004 2004;22.18
70 Gini coefficient;336 Stevns;2004 2004;21.16
70 Gini coefficient;340 Sorø;2004 2004;21.95
70 Gini coefficient;350 Lejre;2004 2004;21.08
70 Gini coefficient;360 Lolland;2004 2004;22.55
70 Gini coefficient;370 Næstved;2004 2004;21.98
70 Gini coefficient;376 Guldborgsund;2004 2004;22.06
70 Gini coefficient;390 Vordingborg;2004 2004;22.15
70 Gini coefficient;400 Bornholm;2004 2004;21.41
70 Gini coefficient;410 Middelfart;2004 2004;21.54
70 Gini coefficient;420 Assens;2004 2004;21.11
70 Gini coefficient;430 Faaborg-Midtfyn;2004 2004;21.19
70 Gini coefficient;440 Kerteminde;2004 2004;21.03
70 Gini coefficient;450 Nyborg;2004 2004;21.17
70 Gini coefficient;461 Odense;2004 2004;24.26
70 Gini coefficient;479 Svendborg;2004 2004;23.34
70 Gini coefficient;480 Nordfyns;2004 2004;20.86
70 Gini coefficient;482 Langeland;2004 2004;22.18
70 Gini coefficient;492 Ærø;2004 2004;22.81
70 Gini coefficient;510 Haderslev;2004 2004;22.61
70 Gini coefficient;530 Billund;2004 2004;21.62
70 Gini coefficient;540 Sønderborg;2004 2004;22.61
70 Gini coefficient;550 Tønder;2004 2004;22.93
70 Gini coefficient;561 Esbjerg;2004 2004;22.61
70 Gini coefficient;563 Fanø;2004 2004;23.03
70 Gini coefficient;573 Varde;2004 2004;21.64
70 Gini coefficient;575 Vejen;2004 2004;21.12
70 Gini coefficient;580 Aabenraa;2004 2004;23.42
70 Gini coefficient;607 Fredericia;2004 2004;21.20
70 Gini coefficient;615 Horsens;2004 2004;22.68
70 Gini coefficient;621 Kolding;2004 2004;23.31
70 Gini coefficient;630 Vejle;2004 2004;23.01
70 Gini coefficient;657 Herning;2004 2004;22.60
70 Gini coefficient;661 Holstebro;2004 2004;22.72
70 Gini coefficient;665 Lemvig;2004 2004;23.88
70 Gini coefficient;671 Struer;2004 2004;21.45
70 Gini coefficient;706 Syddjurs;2004 2004;23.72
70 Gini coefficient;707 Norddjurs;2004 2004;22.55
70 Gini coefficient;710 Favrskov;2004 2004;20.32
70 Gini coefficient;727 Odder;2004 2004;22.31
70 Gini coefficient;730 Randers;2004 2004;22.18
70 Gini coefficient;740 Silkeborg;2004 2004;24.56
70 Gini coefficient;741 Samsø;2004 2004;22.58
70 Gini coefficient;746 Skanderborg;2004 2004;20.81
70 Gini coefficient;751 Aarhus;2004 2004;27.05
70 Gini coefficient;756 Ikast-Brande;2004 2004;22.98
70 Gini coefficient;760 Ringkøbing-Skjern;2004 2004;22.91
70 Gini coefficient;766 Hedensted;2004 2004;21.12
70 Gini coefficient;773 Morsø;2004 2004;24.42
70 Gini coefficient;779 Skive;2004 2004;21.76
70 Gini coefficient;787 Thisted;2004 2004;22.47
70 Gini coefficient;791 Viborg;2004 2004;22.53
70 Gini coefficient;810 Brønderslev;2004 2004;21.60
70 Gini coefficient;813 Frederikshavn;2004 2004;21.74
70 Gini coefficient;820 Vesthimmerlands;2004 2004;22.60
70 Gini coefficient;825 Læsø;2004 2004;21.68
70 Gini coefficient;840 Rebild;2004 2004;22.26
70 Gini coefficient;846 Mariagerfjord;2004 2004;22.16
70 Gini coefficient;849 Jammerbugt;2004 2004;21.84
70 Gini coefficient;851 Aalborg;2004 2004;23.91
70 Gini coefficient;860 Hjørring;2004 2004;23.34
71 Hoover index;000 All Denmark;2004 2004;16.92
71 Hoover index;101 Copenhagen;2004 2004;19.50
71 Hoover index;147 Frederiksberg;2004 2004;20.34
71 Hoover index;151 Ballerup;2004 2004;15.08
71 Hoover index;153 Brøndby;2004 2004;15.49
71 Hoover index;155 Dragør;2004 2004;15.37
71 Hoover index;157 Gentofte;2004 2004;24.34
71 Hoover index;159 Gladsaxe;2004 2004;16.63
71 Hoover index;161 Glostrup;2004 2004;15.41
71 Hoover index;163 Herlev;2004 2004;15.77
71 Hoover index;165 Albertslund;2004 2004;16.33
71 Hoover index;167 Hvidovre;2004 2004;15.20
71 Hoover index;169 Høje-Taastrup;2004 2004;15.79
71 Hoover index;173 Lyngby-Taarbæk;2004 2004;19.95
71 Hoover index;175 Rødovre;2004 2004;15.05
71 Hoover index;183 Ishøj;2004 2004;15.99
71 Hoover index;185 Tårnby;2004 2004;14.20
71 Hoover index;187 Vallensbæk;2004 2004;13.65
71 Hoover index;190 Furesø;2004 2004;17.12
71 Hoover index;201 Allerød;2004 2004;15.43
71 Hoover index;210 Fredensborg;2004 2004;18.13
71 Hoover index;217 Helsingør;2004 2004;16.93
71 Hoover index;219 Hillerød;2004 2004;15.76
71 Hoover index;223 Hørsholm;2004 2004;21.38
71 Hoover index;230 Rudersdal;2004 2004;23.30
71 Hoover index;240 Egedal;2004 2004;13.35
71 Hoover index;250 Frederikssund;2004 2004;14.68
71 Hoover index;253 Greve;2004 2004;15.17
71 Hoover index;259 Køge;2004 2004;14.94
71 Hoover index;260 Halsnæs;2004 2004;14.10
71 Hoover index;265 Roskilde;2004 2004;16.32
71 Hoover index;269 Solrød;2004 2004;14.99
71 Hoover index;270 Gribskov;2004 2004;15.01
71 Hoover index;306 Odsherred;2004 2004;14.70
71 Hoover index;316 Holbæk;2004 2004;15.74
71 Hoover index;320 Faxe;2004 2004;14.63
71 Hoover index;326 Kalundborg;2004 2004;15.01
71 Hoover index;329 Ringsted;2004 2004;15.06
71 Hoover index;330 Slagelse;2004 2004;15.41
71 Hoover index;336 Stevns;2004 2004;14.58
71 Hoover index;340 Sorø;2004 2004;15.04
71 Hoover index;350 Lejre;2004 2004;14.45
71 Hoover index;360 Lolland;2004 2004;15.66
71 Hoover index;370 Næstved;2004 2004;15.12
71 Hoover index;376 Guldborgsund;2004 2004;15.27
71 Hoover index;390 Vordingborg;2004 2004;15.27
71 Hoover index;400 Bornholm;2004 2004;14.66
71 Hoover index;410 Middelfart;2004 2004;14.82
71 Hoover index;420 Assens;2004 2004;14.45
71 Hoover index;430 Faaborg-Midtfyn;2004 2004;14.55
71 Hoover index;440 Kerteminde;2004 2004;14.43
71 Hoover index;450 Nyborg;2004 2004;14.53
71 Hoover index;461 Odense;2004 2004;16.78
71 Hoover index;479 Svendborg;2004 2004;15.93
71 Hoover index;480 Nordfyns;2004 2004;14.24
71 Hoover index;482 Langeland;2004 2004;15.13
71 Hoover index;492 Ærø;2004 2004;15.71
71 Hoover index;510 Haderslev;2004 2004;15.37
71 Hoover index;530 Billund;2004 2004;14.67
71 Hoover index;540 Sønderborg;2004 2004;15.46
71 Hoover index;550 Tønder;2004 2004;15.57
71 Hoover index;561 Esbjerg;2004 2004;15.50
71 Hoover index;563 Fanø;2004 2004;15.84
71 Hoover index;573 Varde;2004 2004;14.74
71 Hoover index;575 Vejen;2004 2004;14.46
71 Hoover index;580 Aabenraa;2004 2004;15.92
71 Hoover index;607 Fredericia;2004 2004;14.68
71 Hoover index;615 Horsens;2004 2004;15.50
71 Hoover index;621 Kolding;2004 2004;15.87
71 Hoover index;630 Vejle;2004 2004;15.73
71 Hoover index;657 Herning;2004 2004;15.36
71 Hoover index;661 Holstebro;2004 2004;15.40
71 Hoover index;665 Lemvig;2004 2004;16.01
71 Hoover index;671 Struer;2004 2004;14.61
71 Hoover index;706 Syddjurs;2004 2004;15.98
71 Hoover index;707 Norddjurs;2004 2004;15.40
71 Hoover index;710 Favrskov;2004 2004;13.81
71 Hoover index;727 Odder;2004 2004;15.12
71 Hoover index;730 Randers;2004 2004;15.19
71 Hoover index;740 Silkeborg;2004 2004;16.49
71 Hoover index;741 Samsø;2004 2004;15.39
71 Hoover index;746 Skanderborg;2004 2004;14.22
71 Hoover index;751 Aarhus;2004 2004;18.66
71 Hoover index;756 Ikast-Brande;2004 2004;15.45
71 Hoover index;760 Ringkøbing-Skjern;2004 2004;15.49
71 Hoover index;766 Hedensted;2004 2004;14.36
71 Hoover index;773 Morsø;2004 2004;16.44
71 Hoover index;779 Skive;2004 2004;14.88
71 Hoover index;787 Thisted;2004 2004;15.27
71 Hoover index;791 Viborg;2004 2004;15.24
71 Hoover index;810 Brønderslev;2004 2004;14.75
71 Hoover index;813 Frederikshavn;2004 2004;14.86
71 Hoover index;820 Vesthimmerlands;2004 2004;15.35
71 Hoover index;825 Læsø;2004 2004;14.85
71 Hoover index;840 Rebild;2004 2004;15.20
71 Hoover index;846 Mariagerfjord;2004 2004;15.17
71 Hoover index;849 Jammerbugt;2004 2004;14.86
71 Hoover index;851 Aalborg;2004 2004;16.42
71 Hoover index;860 Hjørring;2004 2004;15.81
72 S80/S20 (Income quintile share ratio);000 All Denmark;2004 2004;3.54
72 S80/S20 (Income quintile share ratio);101 Copenhagen;2004 2004;4.25
72 S80/S20 (Income quintile share ratio);147 Frederiksberg;2004 2004;4.54
72 S80/S20 (Income quintile share ratio);151 Ballerup;2004 2004;3.00
72 S80/S20 (Income quintile share ratio);153 Brøndby;2004 2004;3.01
72 S80/S20 (Income quintile share ratio);155 Dragør;2004 2004;3.25
