OMRÅDE;ALDER;KØN;TID;INDHOLD 
510 Haderslev;TOT Age, total;TOT Total;2024M04 2024M04;2.9
530 Billund;TOT Age, total;TOT Total;2024M04 2024M04;1.8
540 Sønderborg;TOT Age, total;TOT Total;2024M04 2024M04;3.0
550 Tønder;TOT Age, total;TOT Total;2024M04 2024M04;2.1
561 Esbjerg;TOT Age, total;TOT Total;2024M04 2024M04;2.5
563 Fanø;TOT Age, total;TOT Total;2024M04 2024M04;1.9
573 Varde;TOT Age, total;TOT Total;2024M04 2024M04;2.2
575 Vejen;TOT Age, total;TOT Total;2024M04 2024M04;1.9
580 Aabenraa;TOT Age, total;TOT Total;2024M04 2024M04;2.8
607 Fredericia;TOT Age, total;TOT Total;2024M04 2024M04;3.1
615 Horsens;TOT Age, total;TOT Total;2024M04 2024M04;2.8
621 Kolding;TOT Age, total;TOT Total;2024M04 2024M04;2.9
630 Vejle;TOT Age, total;TOT Total;2024M04 2024M04;2.6
657 Herning;TOT Age, total;TOT Total;2024M04 2024M04;2.5
661 Holstebro;TOT Age, total;TOT Total;2024M04 2024M04;2.0
665 Lemvig;TOT Age, total;TOT Total;2024M04 2024M04;2.3
671 Struer;TOT Age, total;TOT Total;2024M04 2024M04;2.8
706 Syddjurs;TOT Age, total;TOT Total;2024M04 2024M04;2.9
707 Norddjurs;TOT Age, total;TOT Total;2024M04 2024M04;3.1
710 Favrskov;TOT Age, total;TOT Total;2024M04 2024M04;2.2
727 Odder;TOT Age, total;TOT Total;2024M04 2024M04;2.6
730 Randers;TOT Age, total;TOT Total;2024M04 2024M04;3.2
740 Silkeborg;TOT Age, total;TOT Total;2024M04 2024M04;2.5
741 Samsø;TOT Age, total;TOT Total;2024M04 2024M04;2.6
746 Skanderborg;TOT Age, total;TOT Total;2024M04 2024M04;2.0
751 Aarhus;TOT Age, total;TOT Total;2024M04 2024M04;3.6
756 Ikast-Brande;TOT Age, total;TOT Total;2024M04 2024M04;2.6
760 Ringkøbing-Skjern;TOT Age, total;TOT Total;2024M04 2024M04;2.1
779 Skive;TOT Age, total;TOT Total;2022M06 2022M06;1.4
787 Thisted;TOT Age, total;TOT Total;2022M06 2022M06;1.6
791 Viborg;TOT Age, total;TOT Total;2022M06 2022M06;2.2
810 Brønderslev;TOT Age, total;TOT Total;2022M06 2022M06;2.5
813 Frederikshavn;TOT Age, total;TOT Total;2022M06 2022M06;2.9
820 Vesthimmerlands;TOT Age, total;TOT Total;2022M06 2022M06;2.2
825 Læsø;TOT Age, total;TOT Total;2022M06 2022M06;2.0
840 Rebild;TOT Age, total;TOT Total;2022M06 2022M06;2.2
846 Mariagerfjord;TOT Age, total;TOT Total;2022M06 2022M06;2.3
849 Jammerbugt;TOT Age, total;TOT Total;2022M06 2022M06;2.1
851 Aalborg;TOT Age, total;TOT Total;2022M06 2022M06;3.5
860 Hjørring;TOT Age, total;TOT Total;2022M06 2022M06;2.3
849 Jammerbugt;TOT Age, total;TOT Total;2008M10 2008M10;2.8
851 Aalborg;TOT Age, total;TOT Total;2008M10 2008M10;3.3
860 Hjørring;TOT Age, total;TOT Total;2008M10 2008M10;2.9
000 All Denmark;TOT Age, total;TOT Total;2015M03 2015M03;5.0
810 Brønderslev;TOT Age, total;TOT Total;2018M04 2018M04;4.1
813 Frederikshavn;TOT Age, total;TOT Total;2018M04 2018M04;4.8
820 Vesthimmerlands;TOT Age, total;TOT Total;2018M04 2018M04;4.1
825 Læsø;TOT Age, total;TOT Total;2018M04 2018M04;5.4
840 Rebild;TOT Age, total;TOT Total;2018M04 2018M04;3.1
846 Mariagerfjord;TOT Age, total;TOT Total;2018M04 2018M04;3.9
849 Jammerbugt;TOT Age, total;TOT Total;2018M04 2018M04;3.5
851 Aalborg;TOT Age, total;TOT Total;2018M04 2018M04;5.0
860 Hjørring;TOT Age, total;TOT Total;2018M04 2018M04;4.3
000 All Denmark;TOT Age, total;TOT Total;2020M12 2020M12;4.5
101 Copenhagen;TOT Age, total;TOT Total;2020M12 2020M12;5.7
147 Frederiksberg;TOT Age, total;TOT Total;2020M12 2020M12;4.7
151 Ballerup;TOT Age, total;TOT Total;2020M12 2020M12;4.2
153 Brøndby;TOT Age, total;TOT Total;2020M12 2020M12;7.7
155 Dragør;TOT Age, total;TOT Total;2020M12 2020M12;3.8
101 Copenhagen;TOT Age, total;TOT Total;2015M03 2015M03;6.0
147 Frederiksberg;TOT Age, total;TOT Total;2015M03 2015M03;5.1
151 Ballerup;TOT Age, total;TOT Total;2015M03 2015M03;4.9
153 Brøndby;TOT Age, total;TOT Total;2015M03 2015M03;6.6
155 Dragør;TOT Age, total;TOT Total;2015M03 2015M03;3.5
157 Gentofte;TOT Age, total;TOT Total;2015M03 2015M03;3.4
159 Gladsaxe;TOT Age, total;TOT Total;2015M03 2015M03;4.9
161 Glostrup;TOT Age, total;TOT Total;2015M03 2015M03;5.5
163 Herlev;TOT Age, total;TOT Total;2015M03 2015M03;5.1
165 Albertslund;TOT Age, total;TOT Total;2015M03 2015M03;6.9
167 Hvidovre;TOT Age, total;TOT Total;2015M03 2015M03;4.6
169 Høje-Taastrup;TOT Age, total;TOT Total;2015M03 2015M03;7.0
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2015M03 2015M03;3.3
175 Rødovre;TOT Age, total;TOT Total;2015M03 2015M03;5.3
183 Ishøj;TOT Age, total;TOT Total;2015M03 2015M03;9.0
185 Tårnby;TOT Age, total;TOT Total;2015M03 2015M03;5.0
187 Vallensbæk;TOT Age, total;TOT Total;2015M03 2015M03;4.4
190 Furesø;TOT Age, total;TOT Total;2015M03 2015M03;3.9
201 Allerød;TOT Age, total;TOT Total;2015M03 2015M03;2.3
210 Fredensborg;TOT Age, total;TOT Total;2015M03 2015M03;4.0
157 Gentofte;TOT Age, total;TOT Total;2020M12 2020M12;3.9
159 Gladsaxe;TOT Age, total;TOT Total;2020M12 2020M12;4.1
161 Glostrup;TOT Age, total;TOT Total;2020M12 2020M12;4.7
163 Herlev;TOT Age, total;TOT Total;2020M12 2020M12;4.2
165 Albertslund;TOT Age, total;TOT Total;2020M12 2020M12;5.7
167 Hvidovre;TOT Age, total;TOT Total;2020M12 2020M12;4.7
101 Copenhagen;TOT Age, total;TOT Total;2020M10 2020M10;5.8
147 Frederiksberg;TOT Age, total;TOT Total;2020M10 2020M10;4.9
151 Ballerup;TOT Age, total;TOT Total;2020M10 2020M10;4.2
153 Brøndby;TOT Age, total;TOT Total;2020M10 2020M10;7.5
155 Dragør;TOT Age, total;TOT Total;2020M10 2020M10;3.7
157 Gentofte;TOT Age, total;TOT Total;2020M10 2020M10;3.8
159 Gladsaxe;TOT Age, total;TOT Total;2020M10 2020M10;4.3
161 Glostrup;TOT Age, total;TOT Total;2020M10 2020M10;5.0
825 Læsø;TOT Age, total;TOT Total;2023M08 2023M08;2.0
840 Rebild;TOT Age, total;TOT Total;2023M08 2023M08;2.0
846 Mariagerfjord;TOT Age, total;TOT Total;2023M08 2023M08;2.3
849 Jammerbugt;TOT Age, total;TOT Total;2023M08 2023M08;2.5
851 Aalborg;TOT Age, total;TOT Total;2023M08 2023M08;4.1
860 Hjørring;TOT Age, total;TOT Total;2023M08 2023M08;2.6
147 Frederiksberg;TOT Age, total;TOT Total;2013M06 2013M06;5.9
151 Ballerup;TOT Age, total;TOT Total;2013M06 2013M06;6.1
153 Brøndby;TOT Age, total;TOT Total;2013M06 2013M06;7.6
155 Dragør;TOT Age, total;TOT Total;2013M06 2013M06;3.4
157 Gentofte;TOT Age, total;TOT Total;2013M06 2013M06;3.7
159 Gladsaxe;TOT Age, total;TOT Total;2013M06 2013M06;5.8
161 Glostrup;TOT Age, total;TOT Total;2013M06 2013M06;6.4
163 Herlev;TOT Age, total;TOT Total;2013M06 2013M06;6.3
165 Albertslund;TOT Age, total;TOT Total;2013M06 2013M06;8.6
167 Hvidovre;TOT Age, total;TOT Total;2013M06 2013M06;5.2
169 Høje-Taastrup;TOT Age, total;TOT Total;2013M06 2013M06;8.0
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2013M06 2013M06;4.0
175 Rødovre;TOT Age, total;TOT Total;2013M06 2013M06;5.7
183 Ishøj;TOT Age, total;TOT Total;2013M06 2013M06;10.7
185 Tårnby;TOT Age, total;TOT Total;2013M06 2013M06;5.7
187 Vallensbæk;TOT Age, total;TOT Total;2013M06 2013M06;5.4
190 Furesø;TOT Age, total;TOT Total;2013M06 2013M06;4.2
201 Allerød;TOT Age, total;TOT Total;2013M06 2013M06;2.5
210 Fredensborg;TOT Age, total;TOT Total;2013M06 2013M06;4.3
217 Helsingør;TOT Age, total;TOT Total;2013M06 2013M06;5.3
219 Hillerød;TOT Age, total;TOT Total;2013M06 2013M06;3.9
223 Hørsholm;TOT Age, total;TOT Total;2013M06 2013M06;3.0
230 Rudersdal;TOT Age, total;TOT Total;2013M06 2013M06;3.4
710 Favrskov;TOT Age, total;TOT Total;2019M03 2019M03;2.6
727 Odder;TOT Age, total;TOT Total;2019M03 2019M03;3.1
730 Randers;TOT Age, total;TOT Total;2019M03 2019M03;4.0
740 Silkeborg;TOT Age, total;TOT Total;2019M03 2019M03;3.1
741 Samsø;TOT Age, total;TOT Total;2019M03 2019M03;6.1
746 Skanderborg;TOT Age, total;TOT Total;2019M03 2019M03;2.3
751 Aarhus;TOT Age, total;TOT Total;2019M03 2019M03;4.4
756 Ikast-Brande;TOT Age, total;TOT Total;2019M03 2019M03;3.5
760 Ringkøbing-Skjern;TOT Age, total;TOT Total;2019M03 2019M03;2.8
766 Hedensted;TOT Age, total;TOT Total;2019M03 2019M03;2.5
773 Morsø;TOT Age, total;TOT Total;2019M03 2019M03;3.5
779 Skive;TOT Age, total;TOT Total;2019M03 2019M03;2.7
787 Thisted;TOT Age, total;TOT Total;2019M03 2019M03;3.6
791 Viborg;TOT Age, total;TOT Total;2019M03 2019M03;3.2
810 Brønderslev;TOT Age, total;TOT Total;2019M03 2019M03;4.0
813 Frederikshavn;TOT Age, total;TOT Total;2019M03 2019M03;4.7
820 Vesthimmerlands;TOT Age, total;TOT Total;2019M03 2019M03;4.2
825 Læsø;TOT Age, total;TOT Total;2019M03 2019M03;7.9
840 Rebild;TOT Age, total;TOT Total;2019M03 2019M03;3.3
846 Mariagerfjord;TOT Age, total;TOT Total;2019M03 2019M03;4.2
849 Jammerbugt;TOT Age, total;TOT Total;2019M03 2019M03;3.5
851 Aalborg;TOT Age, total;TOT Total;2019M03 2019M03;4.9
860 Hjørring;TOT Age, total;TOT Total;2019M03 2019M03;4.2
101 Copenhagen;TOT Age, total;TOT Total;2020M01 2020M01;4.6
147 Frederiksberg;TOT Age, total;TOT Total;2020M01 2020M01;3.9
151 Ballerup;TOT Age, total;TOT Total;2020M01 2020M01;3.6
153 Brøndby;TOT Age, total;TOT Total;2020M01 2020M01;6.2
155 Dragør;TOT Age, total;TOT Total;2020M01 2020M01;2.6
157 Gentofte;TOT Age, total;TOT Total;2020M01 2020M01;3.0
159 Gladsaxe;TOT Age, total;TOT Total;2020M01 2020M01;3.4
161 Glostrup;TOT Age, total;TOT Total;2020M01 2020M01;3.7
163 Herlev;TOT Age, total;TOT Total;2020M01 2020M01;3.0
165 Albertslund;TOT Age, total;TOT Total;2020M01 2020M01;5.1
167 Hvidovre;TOT Age, total;TOT Total;2020M01 2020M01;3.7
169 Høje-Taastrup;TOT Age, total;TOT Total;2020M01 2020M01;4.7
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2020M01 2020M01;2.9
175 Rødovre;TOT Age, total;TOT Total;2020M01 2020M01;4.5
183 Ishøj;TOT Age, total;TOT Total;2020M01 2020M01;6.0
185 Tårnby;TOT Age, total;TOT Total;2020M01 2020M01;3.4
187 Vallensbæk;TOT Age, total;TOT Total;2020M01 2020M01;3.5
101 Copenhagen;TOT Age, total;TOT Total;2021M02 2021M02;6.3
147 Frederiksberg;TOT Age, total;TOT Total;2021M02 2021M02;5.1
151 Ballerup;TOT Age, total;TOT Total;2021M02 2021M02;4.6
661 Holstebro;TOT Age, total;TOT Total;2016M05 2016M05;2.9
665 Lemvig;TOT Age, total;TOT Total;2016M05 2016M05;2.8
671 Struer;TOT Age, total;TOT Total;2016M05 2016M05;3.4
706 Syddjurs;TOT Age, total;TOT Total;2016M05 2016M05;2.9
707 Norddjurs;TOT Age, total;TOT Total;2016M05 2016M05;3.9
710 Favrskov;TOT Age, total;TOT Total;2016M05 2016M05;2.5
727 Odder;TOT Age, total;TOT Total;2016M05 2016M05;2.6
730 Randers;TOT Age, total;TOT Total;2016M05 2016M05;4.0
740 Silkeborg;TOT Age, total;TOT Total;2016M05 2016M05;3.4
741 Samsø;TOT Age, total;TOT Total;2016M05 2016M05;4.9
746 Skanderborg;TOT Age, total;TOT Total;2016M05 2016M05;2.2
751 Aarhus;TOT Age, total;TOT Total;2016M05 2016M05;4.3
756 Ikast-Brande;TOT Age, total;TOT Total;2016M05 2016M05;3.5
760 Ringkøbing-Skjern;TOT Age, total;TOT Total;2016M05 2016M05;2.3
766 Hedensted;TOT Age, total;TOT Total;2016M05 2016M05;2.4
773 Morsø;TOT Age, total;TOT Total;2016M05 2016M05;2.4
779 Skive;TOT Age, total;TOT Total;2016M05 2016M05;2.7
787 Thisted;TOT Age, total;TOT Total;2016M05 2016M05;2.6
791 Viborg;TOT Age, total;TOT Total;2016M05 2016M05;3.1
810 Brønderslev;TOT Age, total;TOT Total;2016M05 2016M05;3.8
813 Frederikshavn;TOT Age, total;TOT Total;2016M05 2016M05;4.8
820 Vesthimmerlands;TOT Age, total;TOT Total;2016M05 2016M05;4.0
825 Læsø;TOT Age, total;TOT Total;2016M05 2016M05;5.4
153 Brøndby;TOT Age, total;TOT Total;2021M02 2021M02;8.1
155 Dragør;TOT Age, total;TOT Total;2021M02 2021M02;4.4
157 Gentofte;TOT Age, total;TOT Total;2021M02 2021M02;3.9
159 Gladsaxe;TOT Age, total;TOT Total;2021M02 2021M02;4.5
161 Glostrup;TOT Age, total;TOT Total;2021M02 2021M02;5.2
163 Herlev;TOT Age, total;TOT Total;2021M02 2021M02;4.5
165 Albertslund;TOT Age, total;TOT Total;2021M02 2021M02;6.3
167 Hvidovre;TOT Age, total;TOT Total;2021M02 2021M02;5.1
169 Høje-Taastrup;TOT Age, total;TOT Total;2021M02 2021M02;6.1
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2021M02 2021M02;3.6
175 Rødovre;TOT Age, total;TOT Total;2021M02 2021M02;6.1
183 Ishøj;TOT Age, total;TOT Total;2021M02 2021M02;7.7
185 Tårnby;TOT Age, total;TOT Total;2021M02 2021M02;5.6
187 Vallensbæk;TOT Age, total;TOT Total;2021M02 2021M02;4.7
190 Furesø;TOT Age, total;TOT Total;2021M02 2021M02;3.8
201 Allerød;TOT Age, total;TOT Total;2021M02 2021M02;2.8
210 Fredensborg;TOT Age, total;TOT Total;2021M02 2021M02;3.9
217 Helsingør;TOT Age, total;TOT Total;2021M02 2021M02;4.7
219 Hillerød;TOT Age, total;TOT Total;2021M02 2021M02;3.4
223 Hørsholm;TOT Age, total;TOT Total;2021M02 2021M02;3.8
230 Rudersdal;TOT Age, total;TOT Total;2021M02 2021M02;3.3
240 Egedal;TOT Age, total;TOT Total;2021M02 2021M02;3.3
250 Frederikssund;TOT Age, total;TOT Total;2021M02 2021M02;3.7
840 Rebild;TOT Age, total;TOT Total;2016M05 2016M05;2.9
846 Mariagerfjord;TOT Age, total;TOT Total;2016M05 2016M05;3.8
849 Jammerbugt;TOT Age, total;TOT Total;2016M05 2016M05;3.9
851 Aalborg;TOT Age, total;TOT Total;2016M05 2016M05;5.2
860 Hjørring;TOT Age, total;TOT Total;2016M05 2016M05;4.0
253 Greve;TOT Age, total;TOT Total;2021M02 2021M02;4.1
259 Køge;TOT Age, total;TOT Total;2021M02 2021M02;4.1
260 Halsnæs;TOT Age, total;TOT Total;2021M02 2021M02;4.8
265 Roskilde;TOT Age, total;TOT Total;2021M02 2021M02;4.1
269 Solrød;TOT Age, total;TOT Total;2021M02 2021M02;3.4
270 Gribskov;TOT Age, total;TOT Total;2021M02 2021M02;3.7
306 Odsherred;TOT Age, total;TOT Total;2021M02 2021M02;5.2
316 Holbæk;TOT Age, total;TOT Total;2021M02 2021M02;3.8
320 Faxe;TOT Age, total;TOT Total;2021M02 2021M02;4.5
326 Kalundborg;TOT Age, total;TOT Total;2021M02 2021M02;4.7
329 Ringsted;TOT Age, total;TOT Total;2021M02 2021M02;4.2
330 Slagelse;TOT Age, total;TOT Total;2021M02 2021M02;5.6
336 Stevns;TOT Age, total;TOT Total;2021M02 2021M02;4.5
340 Sorø;TOT Age, total;TOT Total;2021M02 2021M02;4.6
350 Lejre;TOT Age, total;TOT Total;2021M02 2021M02;3.7
360 Lolland;TOT Age, total;TOT Total;2021M02 2021M02;6.3
370 Næstved;TOT Age, total;TOT Total;2021M02 2021M02;4.8
376 Guldborgsund;TOT Age, total;TOT Total;2021M02 2021M02;5.5
390 Vordingborg;TOT Age, total;TOT Total;2021M02 2021M02;5.6
400 Bornholm;TOT Age, total;TOT Total;2021M02 2021M02;6.8
410 Middelfart;TOT Age, total;TOT Total;2021M02 2021M02;4.0
420 Assens;TOT Age, total;TOT Total;2021M02 2021M02;4.6
766 Hedensted;TOT Age, total;TOT Total;2024M04 2024M04;2.1
773 Morsø;TOT Age, total;TOT Total;2024M04 2024M04;2.8
779 Skive;TOT Age, total;TOT Total;2024M04 2024M04;2.1
270 Gribskov;TOT Age, total;TOT Total;2020M09 2020M09;3.2
306 Odsherred;TOT Age, total;TOT Total;2020M09 2020M09;4.7
316 Holbæk;TOT Age, total;TOT Total;2020M09 2020M09;3.5
320 Faxe;TOT Age, total;TOT Total;2020M09 2020M09;3.9
326 Kalundborg;TOT Age, total;TOT Total;2020M09 2020M09;3.9
329 Ringsted;TOT Age, total;TOT Total;2020M09 2020M09;3.9
330 Slagelse;TOT Age, total;TOT Total;2020M09 2020M09;4.7
336 Stevns;TOT Age, total;TOT Total;2020M09 2020M09;3.7
340 Sorø;TOT Age, total;TOT Total;2020M09 2020M09;3.9
350 Lejre;TOT Age, total;TOT Total;2020M09 2020M09;3.6
360 Lolland;TOT Age, total;TOT Total;2020M09 2020M09;5.3
370 Næstved;TOT Age, total;TOT Total;2020M09 2020M09;4.2
376 Guldborgsund;TOT Age, total;TOT Total;2020M09 2020M09;4.7
390 Vordingborg;TOT Age, total;TOT Total;2020M09 2020M09;4.5
400 Bornholm;TOT Age, total;TOT Total;2020M09 2020M09;4.3
410 Middelfart;TOT Age, total;TOT Total;2020M09 2020M09;3.4
420 Assens;TOT Age, total;TOT Total;2020M09 2020M09;4.0
430 Faaborg-Midtfyn;TOT Age, total;TOT Total;2020M09 2020M09;4.2
440 Kerteminde;TOT Age, total;TOT Total;2020M09 2020M09;4.0
450 Nyborg;TOT Age, total;TOT Total;2020M09 2020M09;4.4
461 Odense;TOT Age, total;TOT Total;2020M09 2020M09;5.4
479 Svendborg;TOT Age, total;TOT Total;2020M09 2020M09;4.8
480 Nordfyns;TOT Age, total;TOT Total;2020M09 2020M09;4.7
482 Langeland;TOT Age, total;TOT Total;2020M09 2020M09;5.4
492 Ærø;TOT Age, total;TOT Total;2020M09 2020M09;3.3
510 Haderslev;TOT Age, total;TOT Total;2020M09 2020M09;3.9
530 Billund;TOT Age, total;TOT Total;2020M09 2020M09;3.6
540 Sønderborg;TOT Age, total;TOT Total;2020M09 2020M09;4.4
550 Tønder;TOT Age, total;TOT Total;2020M09 2020M09;3.5
561 Esbjerg;TOT Age, total;TOT Total;2020M09 2020M09;4.1
563 Fanø;TOT Age, total;TOT Total;2020M09 2020M09;4.8
573 Varde;TOT Age, total;TOT Total;2020M09 2020M09;3.0
575 Vejen;TOT Age, total;TOT Total;2020M09 2020M09;3.3
580 Aabenraa;TOT Age, total;TOT Total;2020M09 2020M09;3.8
607 Fredericia;TOT Age, total;TOT Total;2020M09 2020M09;5.0
615 Horsens;TOT Age, total;TOT Total;2020M09 2020M09;4.2
621 Kolding;TOT Age, total;TOT Total;2020M09 2020M09;4.2
630 Vejle;TOT Age, total;TOT Total;2020M09 2020M09;4.0
657 Herning;TOT Age, total;TOT Total;2020M09 2020M09;3.9
661 Holstebro;TOT Age, total;TOT Total;2020M09 2020M09;3.1
665 Lemvig;TOT Age, total;TOT Total;2020M09 2020M09;2.8
671 Struer;TOT Age, total;TOT Total;2020M09 2020M09;4.0
706 Syddjurs;TOT Age, total;TOT Total;2020M09 2020M09;3.9
707 Norddjurs;TOT Age, total;TOT Total;2020M09 2020M09;4.2
710 Favrskov;TOT Age, total;TOT Total;2020M09 2020M09;3.3
727 Odder;TOT Age, total;TOT Total;2020M09 2020M09;3.7
000 All Denmark;TOT Age, total;TOT Total;2007M02 2007M02;4.6
101 Copenhagen;TOT Age, total;TOT Total;2007M02 2007M02;6.7
147 Frederiksberg;TOT Age, total;TOT Total;2007M02 2007M02;4.7
151 Ballerup;TOT Age, total;TOT Total;2007M02 2007M02;3.1
153 Brøndby;TOT Age, total;TOT Total;2007M02 2007M02;4.5
155 Dragør;TOT Age, total;TOT Total;2007M02 2007M02;2.6
157 Gentofte;TOT Age, total;TOT Total;2007M02 2007M02;3.2
159 Gladsaxe;TOT Age, total;TOT Total;2007M02 2007M02;3.8
161 Glostrup;TOT Age, total;TOT Total;2007M02 2007M02;4.2
163 Herlev;TOT Age, total;TOT Total;2007M02 2007M02;4.3
165 Albertslund;TOT Age, total;TOT Total;2007M02 2007M02;5.6
167 Hvidovre;TOT Age, total;TOT Total;2007M02 2007M02;3.5
169 Høje-Taastrup;TOT Age, total;TOT Total;2007M02 2007M02;4.7
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2007M02 2007M02;2.8
175 Rødovre;TOT Age, total;TOT Total;2007M02 2007M02;4.2
183 Ishøj;TOT Age, total;TOT Total;2007M02 2007M02;7.1
185 Tårnby;TOT Age, total;TOT Total;2007M02 2007M02;4.3
187 Vallensbæk;TOT Age, total;TOT Total;2007M02 2007M02;2.9
190 Furesø;TOT Age, total;TOT Total;2007M02 2007M02;3.5
201 Allerød;TOT Age, total;TOT Total;2007M02 2007M02;2.1
210 Fredensborg;TOT Age, total;TOT Total;2007M02 2007M02;3.7
217 Helsingør;TOT Age, total;TOT Total;2007M02 2007M02;3.9
219 Hillerød;TOT Age, total;TOT Total;2007M02 2007M02;2.8
223 Hørsholm;TOT Age, total;TOT Total;2007M02 2007M02;2.4
230 Rudersdal;TOT Age, total;TOT Total;2007M02 2007M02;2.8
169 Høje-Taastrup;TOT Age, total;TOT Total;2020M12 2020M12;5.8
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2020M12 2020M12;3.4
175 Rødovre;TOT Age, total;TOT Total;2020M12 2020M12;5.6
183 Ishøj;TOT Age, total;TOT Total;2020M12 2020M12;7.4
185 Tårnby;TOT Age, total;TOT Total;2020M12 2020M12;4.8
187 Vallensbæk;TOT Age, total;TOT Total;2020M12 2020M12;4.4
190 Furesø;TOT Age, total;TOT Total;2020M12 2020M12;3.5
201 Allerød;TOT Age, total;TOT Total;2020M12 2020M12;2.8
210 Fredensborg;TOT Age, total;TOT Total;2020M12 2020M12;3.7
217 Helsingør;TOT Age, total;TOT Total;2020M12 2020M12;4.5
219 Hillerød;TOT Age, total;TOT Total;2020M12 2020M12;3.2
223 Hørsholm;TOT Age, total;TOT Total;2020M12 2020M12;3.5
230 Rudersdal;TOT Age, total;TOT Total;2020M12 2020M12;3.2
240 Egedal;TOT Age, total;TOT Total;2020M12 2020M12;3.1
250 Frederikssund;TOT Age, total;TOT Total;2020M12 2020M12;3.4
253 Greve;TOT Age, total;TOT Total;2020M12 2020M12;3.7
259 Køge;TOT Age, total;TOT Total;2020M12 2020M12;3.8
217 Helsingør;TOT Age, total;TOT Total;2015M03 2015M03;4.8
219 Hillerød;TOT Age, total;TOT Total;2015M03 2015M03;3.5
223 Hørsholm;TOT Age, total;TOT Total;2015M03 2015M03;2.9
230 Rudersdal;TOT Age, total;TOT Total;2015M03 2015M03;3.0
240 Egedal;TOT Age, total;TOT Total;2015M03 2015M03;2.9
250 Frederikssund;TOT Age, total;TOT Total;2015M03 2015M03;4.2
253 Greve;TOT Age, total;TOT Total;2015M03 2015M03;4.1
259 Køge;TOT Age, total;TOT Total;2015M03 2015M03;4.6
260 Halsnæs;TOT Age, total;TOT Total;2015M03 2015M03;4.7
265 Roskilde;TOT Age, total;TOT Total;2015M03 2015M03;4.1
269 Solrød;TOT Age, total;TOT Total;2015M03 2015M03;3.5
270 Gribskov;TOT Age, total;TOT Total;2015M03 2015M03;4.0
306 Odsherred;TOT Age, total;TOT Total;2015M03 2015M03;5.8
316 Holbæk;TOT Age, total;TOT Total;2015M03 2015M03;4.3
320 Faxe;TOT Age, total;TOT Total;2015M03 2015M03;4.9
326 Kalundborg;TOT Age, total;TOT Total;2015M03 2015M03;5.3
329 Ringsted;TOT Age, total;TOT Total;2015M03 2015M03;4.6
330 Slagelse;TOT Age, total;TOT Total;2015M03 2015M03;6.8
336 Stevns;TOT Age, total;TOT Total;2015M03 2015M03;4.8
340 Sorø;TOT Age, total;TOT Total;2015M03 2015M03;4.6
350 Lejre;TOT Age, total;TOT Total;2015M03 2015M03;3.3
360 Lolland;TOT Age, total;TOT Total;2015M03 2015M03;7.8
370 Næstved;TOT Age, total;TOT Total;2015M03 2015M03;5.4
260 Halsnæs;TOT Age, total;TOT Total;2020M12 2020M12;4.1
265 Roskilde;TOT Age, total;TOT Total;2020M12 2020M12;3.7
269 Solrød;TOT Age, total;TOT Total;2020M12 2020M12;3.3
270 Gribskov;TOT Age, total;TOT Total;2020M12 2020M12;3.2
306 Odsherred;TOT Age, total;TOT Total;2020M12 2020M12;4.5
316 Holbæk;TOT Age, total;TOT Total;2020M12 2020M12;3.5
320 Faxe;TOT Age, total;TOT Total;2020M12 2020M12;4.0
