Year,MunicipalityCode,Municipality,DecileCode,DecileNumber,Decile,AvgDisposableIncome
2002,479,Svendborg,10DC,10,Tenth decil,316921
2003,479,Svendborg,1DC,1,First decil,61767
2003,479,Svendborg,2DC,2,Second decil,105140
2003,479,Svendborg,3DC,3,Third decil,119515
2003,479,Svendborg,4DC,4,Fourth decil,133927
2003,479,Svendborg,5DC,5,Fifth decil,147416
2003,479,Svendborg,6DC,6,Sixth decil,160279
2003,479,Svendborg,7DC,7,Seventh decil,174714
2003,479,Svendborg,8DC,8,Eigth decil,192910
2003,479,Svendborg,9DC,9,Ninth decil,219791
2003,479,Svendborg,10DC,10,Tenth decil,326020
2004,479,Svendborg,1DC,1,First decil,64319
2004,479,Svendborg,2DC,2,Second decil,109584
2004,479,Svendborg,3DC,3,Third decil,124623
2004,479,Svendborg,4DC,4,Fourth decil,140590
2004,479,Svendborg,5DC,5,Fifth decil,155082
2004,479,Svendborg,6DC,6,Sixth decil,169081
2004,479,Svendborg,7DC,7,Seventh decil,185046
2004,479,Svendborg,8DC,8,Eigth decil,204755
2004,479,Svendborg,9DC,9,Ninth decil,233677
2004,479,Svendborg,10DC,10,Tenth decil,344348
2005,479,Svendborg,1DC,1,First decil,68227
2005,479,Svendborg,2DC,2,Second decil,112514
2005,479,Svendborg,3DC,3,Third decil,128306
2005,479,Svendborg,4DC,4,Fourth decil,144254
2005,479,Svendborg,5DC,5,Fifth decil,159819
2005,479,Svendborg,6DC,6,Sixth decil,174582
2005,479,Svendborg,7DC,7,Seventh decil,191212
2005,479,Svendborg,8DC,8,Eigth decil,211571
2005,479,Svendborg,9DC,9,Ninth decil,241897
2005,479,Svendborg,10DC,10,Tenth decil,365636
2006,479,Svendborg,1DC,1,First decil,71494
2006,479,Svendborg,2DC,2,Second decil,116758
2006,479,Svendborg,3DC,3,Third decil,132674
2006,479,Svendborg,4DC,4,Fourth decil,149177
2006,479,Svendborg,5DC,5,Fifth decil,165179
2006,479,Svendborg,6DC,6,Sixth decil,180206
2006,479,Svendborg,7DC,7,Seventh decil,197470
2006,479,Svendborg,8DC,8,Eigth decil,218681
2006,479,Svendborg,9DC,9,Ninth decil,250505
2006,479,Svendborg,10DC,10,Tenth decil,393826
2007,479,Svendborg,1DC,1,First decil,71254
2007,479,Svendborg,2DC,2,Second decil,120972
2007,479,Svendborg,3DC,3,Third decil,137972
2007,479,Svendborg,4DC,4,Fourth decil,155119
2007,479,Svendborg,5DC,5,Fifth decil,171432
2007,479,Svendborg,6DC,6,Sixth decil,187686
2007,479,Svendborg,7DC,7,Seventh decil,205719
2007,479,Svendborg,8DC,8,Eigth decil,228974
2007,479,Svendborg,9DC,9,Ninth decil,262846
2007,479,Svendborg,10DC,10,Tenth decil,419695
2008,479,Svendborg,1DC,1,First decil,59411
2008,479,Svendborg,2DC,2,Second decil,124027
2008,479,Svendborg,3DC,3,Third decil,142244
2008,479,Svendborg,4DC,4,Fourth decil,160237
2008,479,Svendborg,5DC,5,Fifth decil,177913
2008,479,Svendborg,6DC,6,Sixth decil,194933
2008,479,Svendborg,7DC,7,Seventh decil,213551
2008,479,Svendborg,8DC,8,Eigth decil,236961
2008,479,Svendborg,9DC,9,Ninth decil,271820
2008,479,Svendborg,10DC,10,Tenth decil,421898
2009,479,Svendborg,1DC,1,First decil,57382
2009,479,Svendborg,2DC,2,Second decil,127873
2009,479,Svendborg,3DC,3,Third decil,146415
2009,479,Svendborg,4DC,4,Fourth decil,164800
2009,479,Svendborg,5DC,5,Fifth decil,183006
2009,479,Svendborg,6DC,6,Sixth decil,201882
2009,479,Svendborg,7DC,7,Seventh decil,222120
2009,479,Svendborg,8DC,8,Eigth decil,247283
2009,479,Svendborg,9DC,9,Ninth decil,283743
2009,479,Svendborg,10DC,10,Tenth decil,414354
2010,479,Svendborg,1DC,1,First decil,73438
2010,479,Svendborg,2DC,2,Second decil,134878
2010,479,Svendborg,3DC,3,Third decil,154256
2010,479,Svendborg,4DC,4,Fourth decil,173460
2010,479,Svendborg,5DC,5,Fifth decil,193459
2010,479,Svendborg,6DC,6,Sixth decil,213404
2010,479,Svendborg,7DC,7,Seventh decil,236128
2010,479,Svendborg,8DC,8,Eigth decil,264470
2010,479,Svendborg,9DC,9,Ninth decil,305524
2010,479,Svendborg,10DC,10,Tenth decil,450440
2011,479,Svendborg,1DC,1,First decil,39119
2011,479,Svendborg,2DC,2,Second decil,136171
2011,479,Svendborg,3DC,3,Third decil,155872
2011,479,Svendborg,4DC,4,Fourth decil,175223
2011,479,Svendborg,5DC,5,Fifth decil,195069
2011,479,Svendborg,6DC,6,Sixth decil,215357
2011,479,Svendborg,7DC,7,Seventh decil,237501
2011,479,Svendborg,8DC,8,Eigth decil,265275
2011,479,Svendborg,9DC,9,Ninth decil,307330
2011,479,Svendborg,10DC,10,Tenth decil,460258
2012,479,Svendborg,1DC,1,First decil,80161
2012,479,Svendborg,2DC,2,Second decil,139288
2012,479,Svendborg,3DC,3,Third decil,159150
2012,479,Svendborg,4DC,4,Fourth decil,178529
2012,479,Svendborg,5DC,5,Fifth decil,199149
2012,479,Svendborg,6DC,6,Sixth decil,219712
2012,479,Svendborg,7DC,7,Seventh decil,242436
2012,479,Svendborg,8DC,8,Eigth decil,271698
2012,479,Svendborg,9DC,9,Ninth decil,314788
2012,479,Svendborg,10DC,10,Tenth decil,481086
2013,479,Svendborg,1DC,1,First decil,82788
2013,479,Svendborg,2DC,2,Second decil,141075
2013,479,Svendborg,3DC,3,Third decil,162164
2013,479,Svendborg,4DC,4,Fourth decil,180742
2013,479,Svendborg,5DC,5,Fifth decil,202062
2013,479,Svendborg,6DC,6,Sixth decil,223741
2013,479,Svendborg,7DC,7,Seventh decil,247456
2013,479,Svendborg,8DC,8,Eigth decil,276856
2013,479,Svendborg,9DC,9,Ninth decil,321466
2013,479,Svendborg,10DC,10,Tenth decil,499484
2014,479,Svendborg,1DC,1,First decil,82391
2014,479,Svendborg,2DC,2,Second decil,143463
2014,479,Svendborg,3DC,3,Third decil,165296
2014,479,Svendborg,4DC,4,Fourth decil,184830
2014,479,Svendborg,5DC,5,Fifth decil,207067
2014,479,Svendborg,6DC,6,Sixth decil,229180
2014,479,Svendborg,7DC,7,Seventh decil,253905
2014,479,Svendborg,8DC,8,Eigth decil,285260
2014,479,Svendborg,9DC,9,Ninth decil,331511
2014,479,Svendborg,10DC,10,Tenth decil,513385
2015,479,Svendborg,1DC,1,First decil,76128
2015,479,Svendborg,2DC,2,Second decil,144432
2015,479,Svendborg,3DC,3,Third decil,166819
2015,479,Svendborg,4DC,4,Fourth decil,186838
2015,479,Svendborg,5DC,5,Fifth decil,208269
2015,479,Svendborg,6DC,6,Sixth decil,231091
2015,479,Svendborg,7DC,7,Seventh decil,257123
2015,479,Svendborg,8DC,8,Eigth decil,289125
2015,479,Svendborg,9DC,9,Ninth decil,337864
2015,479,Svendborg,10DC,10,Tenth decil,535911
2016,479,Svendborg,1DC,1,First decil,84793
2016,479,Svendborg,2DC,2,Second decil,144000
2016,479,Svendborg,3DC,3,Third decil,168509
2016,479,Svendborg,4DC,4,Fourth decil,188527
2016,479,Svendborg,5DC,5,Fifth decil,211038
2016,479,Svendborg,6DC,6,Sixth decil,234229
2016,479,Svendborg,7DC,7,Seventh decil,261274
2016,479,Svendborg,8DC,8,Eigth decil,294464
2016,479,Svendborg,9DC,9,Ninth decil,343767
2016,479,Svendborg,10DC,10,Tenth decil,546231
2017,479,Svendborg,1DC,1,First decil,82744
2017,479,Svendborg,2DC,2,Second decil,145220
2017,479,Svendborg,3DC,3,Third decil,171568
2017,479,Svendborg,4DC,4,Fourth decil,191630
2017,479,Svendborg,5DC,5,Fifth decil,215425
2017,479,Svendborg,6DC,6,Sixth decil,239817
2017,479,Svendborg,7DC,7,Seventh decil,266977
2017,479,Svendborg,8DC,8,Eigth decil,301160
2017,479,Svendborg,9DC,9,Ninth decil,351875
2017,479,Svendborg,10DC,10,Tenth decil,561142
2018,479,Svendborg,1DC,1,First decil,81309
2018,479,Svendborg,2DC,2,Second decil,150076
2018,479,Svendborg,3DC,3,Third decil,176308
2018,479,Svendborg,4DC,4,Fourth decil,197743
2018,479,Svendborg,5DC,5,Fifth decil,221684
2018,479,Svendborg,6DC,6,Sixth decil,246743
2018,479,Svendborg,7DC,7,Seventh decil,274765
2018,479,Svendborg,8DC,8,Eigth decil,309293
2018,479,Svendborg,9DC,9,Ninth decil,360920
2018,479,Svendborg,10DC,10,Tenth decil,553871
2019,479,Svendborg,1DC,1,First decil,90367
2019,479,Svendborg,2DC,2,Second decil,155241
2019,479,Svendborg,3DC,3,Third decil,180770
2019,479,Svendborg,4DC,4,Fourth decil,203200
2019,479,Svendborg,5DC,5,Fifth decil,227958
2019,479,Svendborg,6DC,6,Sixth decil,253983
2019,479,Svendborg,7DC,7,Seventh decil,282035
2019,479,Svendborg,8DC,8,Eigth decil,316695
2019,479,Svendborg,9DC,9,Ninth decil,369101
2019,479,Svendborg,10DC,10,Tenth decil,608958
2020,479,Svendborg,1DC,1,First decil,93135
2020,479,Svendborg,2DC,2,Second decil,159600
2020,479,Svendborg,3DC,3,Third decil,185568
2020,479,Svendborg,4DC,4,Fourth decil,209575
2020,479,Svendborg,5DC,5,Fifth decil,236866
2020,479,Svendborg,6DC,6,Sixth decil,265167
2020,479,Svendborg,7DC,7,Seventh decil,295464
2020,479,Svendborg,8DC,8,Eigth decil,332360
2020,479,Svendborg,9DC,9,Ninth decil,387887
2020,479,Svendborg,10DC,10,Tenth decil,652847
2021,479,Svendborg,1DC,1,First decil,99735
2021,479,Svendborg,2DC,2,Second decil,165442
2021,479,Svendborg,3DC,3,Third decil,191634
2021,479,Svendborg,4DC,4,Fourth decil,217650
2021,479,Svendborg,5DC,5,Fifth decil,245953
2021,479,Svendborg,6DC,6,Sixth decil,275723
2021,479,Svendborg,7DC,7,Seventh decil,306505
2021,479,Svendborg,8DC,8,Eigth decil,345188
2021,479,Svendborg,9DC,9,Ninth decil,403551
2021,479,Svendborg,10DC,10,Tenth decil,700328
2022,479,Svendborg,1DC,1,First decil,96725
2022,479,Svendborg,2DC,2,Second decil,170714
2022,479,Svendborg,3DC,3,Third decil,197744
2022,479,Svendborg,4DC,4,Fourth decil,223521
2022,479,Svendborg,5DC,5,Fifth decil,251237
2022,479,Svendborg,6DC,6,Sixth decil,279215
2022,479,Svendborg,7DC,7,Seventh decil,309084
2022,479,Svendborg,8DC,8,Eigth decil,347380
2022,479,Svendborg,9DC,9,Ninth decil,405934
2022,479,Svendborg,10DC,10,Tenth decil,682632
2023,479,Svendborg,1DC,1,First decil,103629
2023,479,Svendborg,2DC,2,Second decil,174806
2023,479,Svendborg,3DC,3,Third decil,203017
2023,479,Svendborg,4DC,4,Fourth decil,228859
2023,479,Svendborg,5DC,5,Fifth decil,255967
2023,479,Svendborg,6DC,6,Sixth decil,285015
2023,479,Svendborg,7DC,7,Seventh decil,315921
2023,479,Svendborg,8DC,8,Eigth decil,354933
2023,479,Svendborg,9DC,9,Ninth decil,417498
2023,479,Svendborg,10DC,10,Tenth decil,708025
2024,479,Svendborg,1DC,1,First decil,108234
2024,479,Svendborg,2DC,2,Second decil,181080
2024,479,Svendborg,3DC,3,Third decil,207390
2024,479,Svendborg,4DC,4,Fourth decil,234345
2024,479,Svendborg,5DC,5,Fifth decil,263536
2024,479,Svendborg,6DC,6,Sixth decil,292791
2024,479,Svendborg,7DC,7,Seventh decil,323530
2024,479,Svendborg,8DC,8,Eigth decil,363336
2024,479,Svendborg,9DC,9,Ninth decil,425921
2024,479,Svendborg,10DC,10,Tenth decil,700327
1987,480,Nordfyns,1DC,1,First decil,29741
1987,480,Nordfyns,2DC,2,Second decil,58233
1987,480,Nordfyns,3DC,3,Third decil,66605
1987,480,Nordfyns,4DC,4,Fourth decil,74202
1987,480,Nordfyns,5DC,5,Fifth decil,81339
1987,480,Nordfyns,6DC,6,Sixth decil,88062
1987,480,Nordfyns,7DC,7,Seventh decil,94929
1987,480,Nordfyns,8DC,8,Eigth decil,102768
1987,480,Nordfyns,9DC,9,Ninth decil,113291
1987,480,Nordfyns,10DC,10,Tenth decil,145168
1988,480,Nordfyns,1DC,1,First decil,33203
1988,480,Nordfyns,2DC,2,Second decil,62399
1988,480,Nordfyns,3DC,3,Third decil,71262
1988,480,Nordfyns,4DC,4,Fourth decil,79180
1988,480,Nordfyns,5DC,5,Fifth decil,86558
1988,480,Nordfyns,6DC,6,Sixth decil,93680
1988,480,Nordfyns,7DC,7,Seventh decil,100856
1988,480,Nordfyns,8DC,8,Eigth decil,109044
1988,480,Nordfyns,9DC,9,Ninth decil,120438
1988,480,Nordfyns,10DC,10,Tenth decil,153768
1989,480,Nordfyns,1DC,1,First decil,36050
1989,480,Nordfyns,2DC,2,Second decil,66990
1989,480,Nordfyns,3DC,3,Third decil,76333
1989,480,Nordfyns,4DC,4,Fourth decil,84646
1989,480,Nordfyns,5DC,5,Fifth decil,92025
1989,480,Nordfyns,6DC,6,Sixth decil,98868
1989,480,Nordfyns,7DC,7,Seventh decil,106446
1989,480,Nordfyns,8DC,8,Eigth decil,115277
1989,480,Nordfyns,9DC,9,Ninth decil,127122
1989,480,Nordfyns,10DC,10,Tenth decil,165877
1990,480,Nordfyns,1DC,1,First decil,39581
1990,480,Nordfyns,2DC,2,Second decil,70644
1990,480,Nordfyns,3DC,3,Third decil,80045
1990,480,Nordfyns,4DC,4,Fourth decil,88573
1990,480,Nordfyns,5DC,5,Fifth decil,95760
1990,480,Nordfyns,6DC,6,Sixth decil,103109
1990,480,Nordfyns,7DC,7,Seventh decil,110849
1990,480,Nordfyns,8DC,8,Eigth decil,120392
1990,480,Nordfyns,9DC,9,Ninth decil,133080
1990,480,Nordfyns,10DC,10,Tenth decil,172398
1991,480,Nordfyns,1DC,1,First decil,46861
1991,480,Nordfyns,2DC,2,Second decil,74020
1991,480,Nordfyns,3DC,3,Third decil,83809
1991,480,Nordfyns,4DC,4,Fourth decil,93019
1991,480,Nordfyns,5DC,5,Fifth decil,100884
1991,480,Nordfyns,6DC,6,Sixth decil,108499
1991,480,Nordfyns,7DC,7,Seventh decil,116965
1991,480,Nordfyns,8DC,8,Eigth decil,126577
1991,480,Nordfyns,9DC,9,Ninth decil,140755
1991,480,Nordfyns,10DC,10,Tenth decil,187974
1992,480,Nordfyns,1DC,1,First decil,47110
1992,480,Nordfyns,2DC,2,Second decil,76129
1992,480,Nordfyns,3DC,3,Third decil,86318
1992,480,Nordfyns,4DC,4,Fourth decil,95986
1992,480,Nordfyns,5DC,5,Fifth decil,104399
1992,480,Nordfyns,6DC,6,Sixth decil,111906
1992,480,Nordfyns,7DC,7,Seventh decil,120759
1992,480,Nordfyns,8DC,8,Eigth decil,131270
1992,480,Nordfyns,9DC,9,Ninth decil,145423
1992,480,Nordfyns,10DC,10,Tenth decil,192040
1993,480,Nordfyns,1DC,1,First decil,48969
1993,480,Nordfyns,2DC,2,Second decil,78503
1993,480,Nordfyns,3DC,3,Third decil,88939
1993,480,Nordfyns,4DC,4,Fourth decil,98252
1993,480,Nordfyns,5DC,5,Fifth decil,106673
1993,480,Nordfyns,6DC,6,Sixth decil,114827
1993,480,Nordfyns,7DC,7,Seventh decil,123626
1993,480,Nordfyns,8DC,8,Eigth decil,134299
1993,480,Nordfyns,9DC,9,Ninth decil,149683
1993,480,Nordfyns,10DC,10,Tenth decil,198889
1994,480,Nordfyns,1DC,1,First decil,56477
1994,480,Nordfyns,2DC,2,Second decil,83481
1994,480,Nordfyns,3DC,3,Third decil,94201
1994,480,Nordfyns,4DC,4,Fourth decil,104295
1994,480,Nordfyns,5DC,5,Fifth decil,113741
1994,480,Nordfyns,6DC,6,Sixth decil,122908
1994,480,Nordfyns,7DC,7,Seventh decil,132014
1994,480,Nordfyns,8DC,8,Eigth decil,143396
1994,480,Nordfyns,9DC,9,Ninth decil,160035
1994,480,Nordfyns,10DC,10,Tenth decil,216683
1995,480,Nordfyns,1DC,1,First decil,62828
1995,480,Nordfyns,2DC,2,Second decil,86049
1995,480,Nordfyns,3DC,3,Third decil,97449
1995,480,Nordfyns,4DC,4,Fourth decil,107647
1995,480,Nordfyns,5DC,5,Fifth decil,117560
1995,480,Nordfyns,6DC,6,Sixth decil,126861
1995,480,Nordfyns,7DC,7,Seventh decil,136713
1995,480,Nordfyns,8DC,8,Eigth decil,148493
1995,480,Nordfyns,9DC,9,Ninth decil,165550
1995,480,Nordfyns,10DC,10,Tenth decil,226634
1996,480,Nordfyns,1DC,1,First decil,62295
1996,480,Nordfyns,2DC,2,Second decil,87891
1996,480,Nordfyns,3DC,3,Third decil,99636
1996,480,Nordfyns,4DC,4,Fourth decil,110319
1996,480,Nordfyns,5DC,5,Fifth decil,119990
1996,480,Nordfyns,6DC,6,Sixth decil,129841
1996,480,Nordfyns,7DC,7,Seventh decil,140182
1996,480,Nordfyns,8DC,8,Eigth decil,152493
1996,480,Nordfyns,9DC,9,Ninth decil,170932
1996,480,Nordfyns,10DC,10,Tenth decil,234570
1997,480,Nordfyns,1DC,1,First decil,64684
1997,480,Nordfyns,2DC,2,Second decil,90223
1997,480,Nordfyns,3DC,3,Third decil,102187
1997,480,Nordfyns,4DC,4,Fourth decil,113469
1997,480,Nordfyns,5DC,5,Fifth decil,123493
1997,480,Nordfyns,6DC,6,Sixth decil,133555
1997,480,Nordfyns,7DC,7,Seventh decil,143771
1997,480,Nordfyns,8DC,8,Eigth decil,156991
1997,480,Nordfyns,9DC,9,Ninth decil,176599
1997,480,Nordfyns,10DC,10,Tenth decil,255251
1998,480,Nordfyns,1DC,1,First decil,64843
1998,480,Nordfyns,2DC,2,Second decil,93002
1998,480,Nordfyns,3DC,3,Third decil,105437
1998,480,Nordfyns,4DC,4,Fourth decil,117048
1998,480,Nordfyns,5DC,5,Fifth decil,127606
1998,480,Nordfyns,6DC,6,Sixth decil,137957
1998,480,Nordfyns,7DC,7,Seventh decil,148781
1998,480,Nordfyns,8DC,8,Eigth decil,162653
1998,480,Nordfyns,9DC,9,Ninth decil,183294
1998,480,Nordfyns,10DC,10,Tenth decil,268683
1999,480,Nordfyns,1DC,1,First decil,60963
1999,480,Nordfyns,2DC,2,Second decil,96041
1999,480,Nordfyns,3DC,3,Third decil,108876
1999,480,Nordfyns,4DC,4,Fourth decil,120890
1999,480,Nordfyns,5DC,5,Fifth decil,131966
1999,480,Nordfyns,6DC,6,Sixth decil,142450
1999,480,Nordfyns,7DC,7,Seventh decil,154094
1999,480,Nordfyns,8DC,8,Eigth decil,168217
1999,480,Nordfyns,9DC,9,Ninth decil,188972
1999,480,Nordfyns,10DC,10,Tenth decil,259582
2000,480,Nordfyns,1DC,1,First decil,66957
2000,480,Nordfyns,2DC,2,Second decil,98221
2000,480,Nordfyns,3DC,3,Third decil,111948
2000,480,Nordfyns,4DC,4,Fourth decil,124779
2000,480,Nordfyns,5DC,5,Fifth decil,136815
2000,480,Nordfyns,6DC,6,Sixth decil,147796
2000,480,Nordfyns,7DC,7,Seventh decil,159824
2000,480,Nordfyns,8DC,8,Eigth decil,174501
2000,480,Nordfyns,9DC,9,Ninth decil,196357
2000,480,Nordfyns,10DC,10,Tenth decil,281138
2001,480,Nordfyns,1DC,1,First decil,66995
2001,480,Nordfyns,2DC,2,Second decil,101550
2001,480,Nordfyns,3DC,3,Third decil,116168
2001,480,Nordfyns,4DC,4,Fourth decil,128653
2001,480,Nordfyns,5DC,5,Fifth decil,140512
2001,480,Nordfyns,6DC,6,Sixth decil,152215
2001,480,Nordfyns,7DC,7,Seventh decil,165208
2001,480,Nordfyns,8DC,8,Eigth decil,179989
2001,480,Nordfyns,9DC,9,Ninth decil,203133
2001,480,Nordfyns,10DC,10,Tenth decil,297447
2002,480,Nordfyns,1DC,1,First decil,66095
2002,480,Nordfyns,2DC,2,Second decil,107023
2002,480,Nordfyns,3DC,3,Third decil,120783
2002,480,Nordfyns,4DC,4,Fourth decil,134186
2002,480,Nordfyns,5DC,5,Fifth decil,145851
2002,480,Nordfyns,6DC,6,Sixth decil,157672
2002,480,Nordfyns,7DC,7,Seventh decil,170562
2002,480,Nordfyns,8DC,8,Eigth decil,186001
2002,480,Nordfyns,9DC,9,Ninth decil,208970
2002,480,Nordfyns,10DC,10,Tenth decil,312733
2003,480,Nordfyns,1DC,1,First decil,70797
2003,480,Nordfyns,2DC,2,Second decil,109570
2003,480,Nordfyns,3DC,3,Third decil,123139
2003,480,Nordfyns,4DC,4,Fourth decil,136817
2003,480,Nordfyns,5DC,5,Fifth decil,149367
2003,480,Nordfyns,6DC,6,Sixth decil,161215
2003,480,Nordfyns,7DC,7,Seventh decil,174396
2003,480,Nordfyns,8DC,8,Eigth decil,190513
2003,480,Nordfyns,9DC,9,Ninth decil,214507
2003,480,Nordfyns,10DC,10,Tenth decil,293005
2004,480,Nordfyns,1DC,1,First decil,74909
2004,480,Nordfyns,2DC,2,Second decil,114592
2004,480,Nordfyns,3DC,3,Third decil,129517
2004,480,Nordfyns,4DC,4,Fourth decil,144638
2004,480,Nordfyns,5DC,5,Fifth decil,158041
2004,480,Nordfyns,6DC,6,Sixth decil,170760
2004,480,Nordfyns,7DC,7,Seventh decil,184736
2004,480,Nordfyns,8DC,8,Eigth decil,202324
2004,480,Nordfyns,9DC,9,Ninth decil,228826
2004,480,Nordfyns,10DC,10,Tenth decil,321924
2005,480,Nordfyns,1DC,1,First decil,75817
2005,480,Nordfyns,2DC,2,Second decil,116455
2005,480,Nordfyns,3DC,3,Third decil,132028
2005,480,Nordfyns,4DC,4,Fourth decil,147108
2005,480,Nordfyns,5DC,5,Fifth decil,161115
2005,480,Nordfyns,6DC,6,Sixth decil,174203
2005,480,Nordfyns,7DC,7,Seventh decil,189112
2005,480,Nordfyns,8DC,8,Eigth decil,207724
2005,480,Nordfyns,9DC,9,Ninth decil,235004
2005,480,Nordfyns,10DC,10,Tenth decil,349433
2006,480,Nordfyns,1DC,1,First decil,78924
2006,480,Nordfyns,2DC,2,Second decil,121006
2006,480,Nordfyns,3DC,3,Third decil,136665
2006,480,Nordfyns,4DC,4,Fourth decil,151860
2006,480,Nordfyns,5DC,5,Fifth decil,166106
2006,480,Nordfyns,6DC,6,Sixth decil,180436
2006,480,Nordfyns,7DC,7,Seventh decil,195588
2006,480,Nordfyns,8DC,8,Eigth decil,214680
2006,480,Nordfyns,9DC,9,Ninth decil,244626
2006,480,Nordfyns,10DC,10,Tenth decil,392100
2007,480,Nordfyns,1DC,1,First decil,71193
2007,480,Nordfyns,2DC,2,Second decil,123101
2007,480,Nordfyns,3DC,3,Third decil,138664
2007,480,Nordfyns,4DC,4,Fourth decil,154032
2007,480,Nordfyns,5DC,5,Fifth decil,169432
2007,480,Nordfyns,6DC,6,Sixth decil,184398
2007,480,Nordfyns,7DC,7,Seventh decil,200289
2007,480,Nordfyns,8DC,8,Eigth decil,219280
2007,480,Nordfyns,9DC,9,Ninth decil,249600
2007,480,Nordfyns,10DC,10,Tenth decil,381248
2008,480,Nordfyns,1DC,1,First decil,19839
2008,480,Nordfyns,2DC,2,Second decil,125312
2008,480,Nordfyns,3DC,3,Third decil,142606
2008,480,Nordfyns,4DC,4,Fourth decil,158657
2008,480,Nordfyns,5DC,5,Fifth decil,173817
2008,480,Nordfyns,6DC,6,Sixth decil,189146
2008,480,Nordfyns,7DC,7,Seventh decil,205914
2008,480,Nordfyns,8DC,8,Eigth decil,226184
2008,480,Nordfyns,9DC,9,Ninth decil,254866
2008,480,Nordfyns,10DC,10,Tenth decil,363579
2009,480,Nordfyns,1DC,1,First decil,40727
2009,480,Nordfyns,2DC,2,Second decil,130541
2009,480,Nordfyns,3DC,3,Third decil,147163
2009,480,Nordfyns,4DC,4,Fourth decil,163231
2009,480,Nordfyns,5DC,5,Fifth decil,179773
2009,480,Nordfyns,6DC,6,Sixth decil,195852
2009,480,Nordfyns,7DC,7,Seventh decil,213750
2009,480,Nordfyns,8DC,8,Eigth decil,235076
2009,480,Nordfyns,9DC,9,Ninth decil,264899
2009,480,Nordfyns,10DC,10,Tenth decil,365921
2010,480,Nordfyns,1DC,1,First decil,72172
2010,480,Nordfyns,2DC,2,Second decil,139265
2010,480,Nordfyns,3DC,3,Third decil,156271
2010,480,Nordfyns,4DC,4,Fourth decil,174264
2010,480,Nordfyns,5DC,5,Fifth decil,192248
2010,480,Nordfyns,6DC,6,Sixth decil,209689
2010,480,Nordfyns,7DC,7,Seventh decil,228453
2010,480,Nordfyns,8DC,8,Eigth decil,251161
2010,480,Nordfyns,9DC,9,Ninth decil,284907
2010,480,Nordfyns,10DC,10,Tenth decil,406828
2011,480,Nordfyns,1DC,1,First decil,75367
2011,480,Nordfyns,2DC,2,Second decil,142101
2011,480,Nordfyns,3DC,3,Third decil,159181
2011,480,Nordfyns,4DC,4,Fourth decil,177227
2011,480,Nordfyns,5DC,5,Fifth decil,195270
2011,480,Nordfyns,6DC,6,Sixth decil,213229
2011,480,Nordfyns,7DC,7,Seventh decil,232679
2011,480,Nordfyns,8DC,8,Eigth decil,256159
2011,480,Nordfyns,9DC,9,Ninth decil,290072
2011,480,Nordfyns,10DC,10,Tenth decil,448039
2012,480,Nordfyns,1DC,1,First decil,95924
2012,480,Nordfyns,2DC,2,Second decil,146187
2012,480,Nordfyns,3DC,3,Third decil,162288
2012,480,Nordfyns,4DC,4,Fourth decil,180077
2012,480,Nordfyns,5DC,5,Fifth decil,198078
2012,480,Nordfyns,6DC,6,Sixth decil,216149
2012,480,Nordfyns,7DC,7,Seventh decil,237262
2012,480,Nordfyns,8DC,8,Eigth decil,261985
2012,480,Nordfyns,9DC,9,Ninth decil,297447
2012,480,Nordfyns,10DC,10,Tenth decil,433166
2013,480,Nordfyns,1DC,1,First decil,100422
2013,480,Nordfyns,2DC,2,Second decil,149700
2013,480,Nordfyns,3DC,3,Third decil,166340
2013,480,Nordfyns,4DC,4,Fourth decil,183320
2013,480,Nordfyns,5DC,5,Fifth decil,202236
2013,480,Nordfyns,6DC,6,Sixth decil,220804
2013,480,Nordfyns,7DC,7,Seventh decil,242292
2013,480,Nordfyns,8DC,8,Eigth decil,268122
2013,480,Nordfyns,9DC,9,Ninth decil,305325
2013,480,Nordfyns,10DC,10,Tenth decil,461262
2014,480,Nordfyns,1DC,1,First decil,92808
2014,480,Nordfyns,2DC,2,Second decil,151674
2014,480,Nordfyns,3DC,3,Third decil,169483
2014,480,Nordfyns,4DC,4,Fourth decil,188343
2014,480,Nordfyns,5DC,5,Fifth decil,206697
2014,480,Nordfyns,6DC,6,Sixth decil,226653
2014,480,Nordfyns,7DC,7,Seventh decil,248955
2014,480,Nordfyns,8DC,8,Eigth decil,275931
2014,480,Nordfyns,9DC,9,Ninth decil,314155
2014,480,Nordfyns,10DC,10,Tenth decil,455864
2015,480,Nordfyns,1DC,1,First decil,94487
2015,480,Nordfyns,2DC,2,Second decil,153169
2015,480,Nordfyns,3DC,3,Third decil,171289
2015,480,Nordfyns,4DC,4,Fourth decil,189909
2015,480,Nordfyns,5DC,5,Fifth decil,210138
2015,480,Nordfyns,6DC,6,Sixth decil,229682
2015,480,Nordfyns,7DC,7,Seventh decil,252024
2015,480,Nordfyns,8DC,8,Eigth decil,278911
2015,480,Nordfyns,9DC,9,Ninth decil,319375
2015,480,Nordfyns,10DC,10,Tenth decil,473924
2016,480,Nordfyns,1DC,1,First decil,88575
2016,480,Nordfyns,2DC,2,Second decil,153818
2016,480,Nordfyns,3DC,3,Third decil,173195
2016,480,Nordfyns,4DC,4,Fourth decil,192673
2016,480,Nordfyns,5DC,5,Fifth decil,213424
2016,480,Nordfyns,6DC,6,Sixth decil,234066
2016,480,Nordfyns,7DC,7,Seventh decil,256583
2016,480,Nordfyns,8DC,8,Eigth decil,283602
