Year,MunicipalityCode,Municipality,DecileCode,DecileNumber,Decile,AvgDisposableIncome
1998,210,Fredensborg,6DC,6,Sixth decil,166118
1998,210,Fredensborg,7DC,7,Seventh decil,183677
1998,210,Fredensborg,8DC,8,Eigth decil,204108
1998,210,Fredensborg,9DC,9,Ninth decil,233739
1998,210,Fredensborg,10DC,10,Tenth decil,368173
1999,210,Fredensborg,1DC,1,First decil,66667
1999,210,Fredensborg,2DC,2,Second decil,103632
1999,210,Fredensborg,3DC,3,Third decil,123454
1999,210,Fredensborg,4DC,4,Fourth decil,141002
1999,210,Fredensborg,5DC,5,Fifth decil,156611
1999,210,Fredensborg,6DC,6,Sixth decil,172817
1999,210,Fredensborg,7DC,7,Seventh decil,189666
1999,210,Fredensborg,8DC,8,Eigth decil,210298
1999,210,Fredensborg,9DC,9,Ninth decil,240557
1999,210,Fredensborg,10DC,10,Tenth decil,391864
2000,210,Fredensborg,1DC,1,First decil,68913
2000,210,Fredensborg,2DC,2,Second decil,106733
2000,210,Fredensborg,3DC,3,Third decil,127170
2000,210,Fredensborg,4DC,4,Fourth decil,145464
2000,210,Fredensborg,5DC,5,Fifth decil,162650
2000,210,Fredensborg,6DC,6,Sixth decil,179372
2000,210,Fredensborg,7DC,7,Seventh decil,197359
2000,210,Fredensborg,8DC,8,Eigth decil,218914
2000,210,Fredensborg,9DC,9,Ninth decil,251857
2000,210,Fredensborg,10DC,10,Tenth decil,437996
2001,210,Fredensborg,1DC,1,First decil,68554
2001,210,Fredensborg,2DC,2,Second decil,109930
2001,210,Fredensborg,3DC,3,Third decil,131387
2001,210,Fredensborg,4DC,4,Fourth decil,150873
2001,210,Fredensborg,5DC,5,Fifth decil,169140
2001,210,Fredensborg,6DC,6,Sixth decil,186793
2001,210,Fredensborg,7DC,7,Seventh decil,205693
2001,210,Fredensborg,8DC,8,Eigth decil,229434
2001,210,Fredensborg,9DC,9,Ninth decil,262321
2001,210,Fredensborg,10DC,10,Tenth decil,424670
2002,210,Fredensborg,1DC,1,First decil,73270
2002,210,Fredensborg,2DC,2,Second decil,117521
2002,210,Fredensborg,3DC,3,Third decil,139054
2002,210,Fredensborg,4DC,4,Fourth decil,159287
2002,210,Fredensborg,5DC,5,Fifth decil,177803
2002,210,Fredensborg,6DC,6,Sixth decil,195781
2002,210,Fredensborg,7DC,7,Seventh decil,215653
2002,210,Fredensborg,8DC,8,Eigth decil,240338
2002,210,Fredensborg,9DC,9,Ninth decil,276052
2002,210,Fredensborg,10DC,10,Tenth decil,449046
2003,210,Fredensborg,1DC,1,First decil,77090
2003,210,Fredensborg,2DC,2,Second decil,120776
2003,210,Fredensborg,3DC,3,Third decil,143013
2003,210,Fredensborg,4DC,4,Fourth decil,164301
2003,210,Fredensborg,5DC,5,Fifth decil,183320
2003,210,Fredensborg,6DC,6,Sixth decil,202227
2003,210,Fredensborg,7DC,7,Seventh decil,222871
2003,210,Fredensborg,8DC,8,Eigth decil,247888
2003,210,Fredensborg,9DC,9,Ninth decil,286263
2003,210,Fredensborg,10DC,10,Tenth decil,461639
2004,210,Fredensborg,1DC,1,First decil,76588
2004,210,Fredensborg,2DC,2,Second decil,124692
2004,210,Fredensborg,3DC,3,Third decil,148711
2004,210,Fredensborg,4DC,4,Fourth decil,171667
2004,210,Fredensborg,5DC,5,Fifth decil,192224
2004,210,Fredensborg,6DC,6,Sixth decil,212745
2004,210,Fredensborg,7DC,7,Seventh decil,234960
2004,210,Fredensborg,8DC,8,Eigth decil,261288
2004,210,Fredensborg,9DC,9,Ninth decil,301099
2004,210,Fredensborg,10DC,10,Tenth decil,489101
2005,210,Fredensborg,1DC,1,First decil,69030
2005,210,Fredensborg,2DC,2,Second decil,128169
2005,210,Fredensborg,3DC,3,Third decil,152588
2005,210,Fredensborg,4DC,4,Fourth decil,176678
2005,210,Fredensborg,5DC,5,Fifth decil,198571
2005,210,Fredensborg,6DC,6,Sixth decil,220632
2005,210,Fredensborg,7DC,7,Seventh decil,243827
2005,210,Fredensborg,8DC,8,Eigth decil,272333
2005,210,Fredensborg,9DC,9,Ninth decil,314385
2005,210,Fredensborg,10DC,10,Tenth decil,563880
2006,210,Fredensborg,1DC,1,First decil,77290
2006,210,Fredensborg,2DC,2,Second decil,132209
2006,210,Fredensborg,3DC,3,Third decil,156895
2006,210,Fredensborg,4DC,4,Fourth decil,181540
2006,210,Fredensborg,5DC,5,Fifth decil,203834
2006,210,Fredensborg,6DC,6,Sixth decil,227005
2006,210,Fredensborg,7DC,7,Seventh decil,251379
2006,210,Fredensborg,8DC,8,Eigth decil,279833
2006,210,Fredensborg,9DC,9,Ninth decil,323412
2006,210,Fredensborg,10DC,10,Tenth decil,577277
2007,210,Fredensborg,1DC,1,First decil,73746
2007,210,Fredensborg,2DC,2,Second decil,134643
2007,210,Fredensborg,3DC,3,Third decil,159212
2007,210,Fredensborg,4DC,4,Fourth decil,183528
2007,210,Fredensborg,5DC,5,Fifth decil,205981
2007,210,Fredensborg,6DC,6,Sixth decil,229572
2007,210,Fredensborg,7DC,7,Seventh decil,254997
2007,210,Fredensborg,8DC,8,Eigth decil,284947
2007,210,Fredensborg,9DC,9,Ninth decil,329065
2007,210,Fredensborg,10DC,10,Tenth decil,606036
2008,210,Fredensborg,1DC,1,First decil,61038
2008,210,Fredensborg,2DC,2,Second decil,137197
2008,210,Fredensborg,3DC,3,Third decil,163381
2008,210,Fredensborg,4DC,4,Fourth decil,187873
2008,210,Fredensborg,5DC,5,Fifth decil,210962
2008,210,Fredensborg,6DC,6,Sixth decil,234595
2008,210,Fredensborg,7DC,7,Seventh decil,261174
2008,210,Fredensborg,8DC,8,Eigth decil,292020
2008,210,Fredensborg,9DC,9,Ninth decil,338668
2008,210,Fredensborg,10DC,10,Tenth decil,565079
2009,210,Fredensborg,1DC,1,First decil,63661
2009,210,Fredensborg,2DC,2,Second decil,139115
2009,210,Fredensborg,3DC,3,Third decil,164767
2009,210,Fredensborg,4DC,4,Fourth decil,189793
2009,210,Fredensborg,5DC,5,Fifth decil,213434
2009,210,Fredensborg,6DC,6,Sixth decil,237701
2009,210,Fredensborg,7DC,7,Seventh decil,263171
2009,210,Fredensborg,8DC,8,Eigth decil,293336
2009,210,Fredensborg,9DC,9,Ninth decil,337235
2009,210,Fredensborg,10DC,10,Tenth decil,531200
2010,210,Fredensborg,1DC,1,First decil,78675
2010,210,Fredensborg,2DC,2,Second decil,146023
2010,210,Fredensborg,3DC,3,Third decil,173917
2010,210,Fredensborg,4DC,4,Fourth decil,201819
2010,210,Fredensborg,5DC,5,Fifth decil,229161
2010,210,Fredensborg,6DC,6,Sixth decil,257619
2010,210,Fredensborg,7DC,7,Seventh decil,287523
2010,210,Fredensborg,8DC,8,Eigth decil,323299
2010,210,Fredensborg,9DC,9,Ninth decil,377573
2010,210,Fredensborg,10DC,10,Tenth decil,642157
2011,210,Fredensborg,1DC,1,First decil,79148
2011,210,Fredensborg,2DC,2,Second decil,149299
2011,210,Fredensborg,3DC,3,Third decil,176889
2011,210,Fredensborg,4DC,4,Fourth decil,205184
2011,210,Fredensborg,5DC,5,Fifth decil,233277
2011,210,Fredensborg,6DC,6,Sixth decil,262792
2011,210,Fredensborg,7DC,7,Seventh decil,293593
2011,210,Fredensborg,8DC,8,Eigth decil,329193
2011,210,Fredensborg,9DC,9,Ninth decil,384994
2011,210,Fredensborg,10DC,10,Tenth decil,660782
2012,210,Fredensborg,1DC,1,First decil,78077
2012,210,Fredensborg,2DC,2,Second decil,151292
2012,210,Fredensborg,3DC,3,Third decil,179445
2012,210,Fredensborg,4DC,4,Fourth decil,208756
2012,210,Fredensborg,5DC,5,Fifth decil,237281
2012,210,Fredensborg,6DC,6,Sixth decil,266991
2012,210,Fredensborg,7DC,7,Seventh decil,297337
2012,210,Fredensborg,8DC,8,Eigth decil,334955
2012,210,Fredensborg,9DC,9,Ninth decil,394213
2012,210,Fredensborg,10DC,10,Tenth decil,702628
2013,210,Fredensborg,1DC,1,First decil,90110
2013,210,Fredensborg,2DC,2,Second decil,154905
2013,210,Fredensborg,3DC,3,Third decil,182184
2013,210,Fredensborg,4DC,4,Fourth decil,212201
2013,210,Fredensborg,5DC,5,Fifth decil,242910
2013,210,Fredensborg,6DC,6,Sixth decil,274461
2013,210,Fredensborg,7DC,7,Seventh decil,307496
2013,210,Fredensborg,8DC,8,Eigth decil,346133
2013,210,Fredensborg,9DC,9,Ninth decil,406652
2013,210,Fredensborg,10DC,10,Tenth decil,739144
2014,210,Fredensborg,1DC,1,First decil,91590
2014,210,Fredensborg,2DC,2,Second decil,157960
2014,210,Fredensborg,3DC,3,Third decil,186248
2014,210,Fredensborg,4DC,4,Fourth decil,217794
2014,210,Fredensborg,5DC,5,Fifth decil,248320
2014,210,Fredensborg,6DC,6,Sixth decil,280701
2014,210,Fredensborg,7DC,7,Seventh decil,315143
2014,210,Fredensborg,8DC,8,Eigth decil,355057
2014,210,Fredensborg,9DC,9,Ninth decil,416486
2014,210,Fredensborg,10DC,10,Tenth decil,764465
2015,210,Fredensborg,1DC,1,First decil,86745
2015,210,Fredensborg,2DC,2,Second decil,159271
2015,210,Fredensborg,3DC,3,Third decil,188510
2015,210,Fredensborg,4DC,4,Fourth decil,220490
2015,210,Fredensborg,5DC,5,Fifth decil,251780
2015,210,Fredensborg,6DC,6,Sixth decil,284149
2015,210,Fredensborg,7DC,7,Seventh decil,319763
2015,210,Fredensborg,8DC,8,Eigth decil,363183
2015,210,Fredensborg,9DC,9,Ninth decil,427797
2015,210,Fredensborg,10DC,10,Tenth decil,858513
2016,210,Fredensborg,1DC,1,First decil,90763
2016,210,Fredensborg,2DC,2,Second decil,161241
2016,210,Fredensborg,3DC,3,Third decil,191342
2016,210,Fredensborg,4DC,4,Fourth decil,222919
2016,210,Fredensborg,5DC,5,Fifth decil,255232
2016,210,Fredensborg,6DC,6,Sixth decil,288537
2016,210,Fredensborg,7DC,7,Seventh decil,324740
2016,210,Fredensborg,8DC,8,Eigth decil,367799
2016,210,Fredensborg,9DC,9,Ninth decil,433609
2016,210,Fredensborg,10DC,10,Tenth decil,855170
2017,210,Fredensborg,1DC,1,First decil,93590
2017,210,Fredensborg,2DC,2,Second decil,164122
2017,210,Fredensborg,3DC,3,Third decil,194913
2017,210,Fredensborg,4DC,4,Fourth decil,226887
2017,210,Fredensborg,5DC,5,Fifth decil,260741
2017,210,Fredensborg,6DC,6,Sixth decil,294688
2017,210,Fredensborg,7DC,7,Seventh decil,331643
2017,210,Fredensborg,8DC,8,Eigth decil,375917
2017,210,Fredensborg,9DC,9,Ninth decil,443077
2017,210,Fredensborg,10DC,10,Tenth decil,845848
2018,210,Fredensborg,1DC,1,First decil,99856
2018,210,Fredensborg,2DC,2,Second decil,169430
2018,210,Fredensborg,3DC,3,Third decil,200799
2018,210,Fredensborg,4DC,4,Fourth decil,234725
2018,210,Fredensborg,5DC,5,Fifth decil,268627
2018,210,Fredensborg,6DC,6,Sixth decil,304111
2018,210,Fredensborg,7DC,7,Seventh decil,341236
2018,210,Fredensborg,8DC,8,Eigth decil,386404
2018,210,Fredensborg,9DC,9,Ninth decil,455002
2018,210,Fredensborg,10DC,10,Tenth decil,864548
2019,210,Fredensborg,1DC,1,First decil,100846
2019,210,Fredensborg,2DC,2,Second decil,173208
2019,210,Fredensborg,3DC,3,Third decil,205467
2019,210,Fredensborg,4DC,4,Fourth decil,239417
2019,210,Fredensborg,5DC,5,Fifth decil,272504
2019,210,Fredensborg,6DC,6,Sixth decil,306895
2019,210,Fredensborg,7DC,7,Seventh decil,346470
2019,210,Fredensborg,8DC,8,Eigth decil,392788
2019,210,Fredensborg,9DC,9,Ninth decil,465362
2019,210,Fredensborg,10DC,10,Tenth decil,937787
2020,210,Fredensborg,1DC,1,First decil,105785
2020,210,Fredensborg,2DC,2,Second decil,179732
2020,210,Fredensborg,3DC,3,Third decil,214197
2020,210,Fredensborg,4DC,4,Fourth decil,250533
2020,210,Fredensborg,5DC,5,Fifth decil,286514
2020,210,Fredensborg,6DC,6,Sixth decil,322055
2020,210,Fredensborg,7DC,7,Seventh decil,361197
2020,210,Fredensborg,8DC,8,Eigth decil,409738
2020,210,Fredensborg,9DC,9,Ninth decil,485416
2020,210,Fredensborg,10DC,10,Tenth decil,924611
2021,210,Fredensborg,1DC,1,First decil,112950
2021,210,Fredensborg,2DC,2,Second decil,187086
2021,210,Fredensborg,3DC,3,Third decil,222779
2021,210,Fredensborg,4DC,4,Fourth decil,260259
2021,210,Fredensborg,5DC,5,Fifth decil,298017
2021,210,Fredensborg,6DC,6,Sixth decil,335697
2021,210,Fredensborg,7DC,7,Seventh decil,376296
2021,210,Fredensborg,8DC,8,Eigth decil,427259
2021,210,Fredensborg,9DC,9,Ninth decil,508641
2021,210,Fredensborg,10DC,10,Tenth decil,1056522
2022,210,Fredensborg,1DC,1,First decil,95434
2022,210,Fredensborg,2DC,2,Second decil,189487
2022,210,Fredensborg,3DC,3,Third decil,225613
2022,210,Fredensborg,4DC,4,Fourth decil,262530
2022,210,Fredensborg,5DC,5,Fifth decil,299255
2022,210,Fredensborg,6DC,6,Sixth decil,335514
2022,210,Fredensborg,7DC,7,Seventh decil,375021
2022,210,Fredensborg,8DC,8,Eigth decil,424835
2022,210,Fredensborg,9DC,9,Ninth decil,504353
2022,210,Fredensborg,10DC,10,Tenth decil,927787
2023,210,Fredensborg,1DC,1,First decil,116583
2023,210,Fredensborg,2DC,2,Second decil,197800
2023,210,Fredensborg,3DC,3,Third decil,234916
2023,210,Fredensborg,4DC,4,Fourth decil,272876
2023,210,Fredensborg,5DC,5,Fifth decil,309133
2023,210,Fredensborg,6DC,6,Sixth decil,345421
2023,210,Fredensborg,7DC,7,Seventh decil,386477
2023,210,Fredensborg,8DC,8,Eigth decil,439112
2023,210,Fredensborg,9DC,9,Ninth decil,523670
2023,210,Fredensborg,10DC,10,Tenth decil,1021705
2024,210,Fredensborg,1DC,1,First decil,121614
2024,210,Fredensborg,2DC,2,Second decil,205168
2024,210,Fredensborg,3DC,3,Third decil,243173
2024,210,Fredensborg,4DC,4,Fourth decil,280861
2024,210,Fredensborg,5DC,5,Fifth decil,316875
2024,210,Fredensborg,6DC,6,Sixth decil,353925
2024,210,Fredensborg,7DC,7,Seventh decil,396586
2024,210,Fredensborg,8DC,8,Eigth decil,450702
2024,210,Fredensborg,9DC,9,Ninth decil,536556
2024,210,Fredensborg,10DC,10,Tenth decil,1114112
1987,217,Helsingør,1DC,1,First decil,33099
1987,217,Helsingør,2DC,2,Second decil,62872
1987,217,Helsingør,3DC,3,Third decil,73977
1987,217,Helsingør,4DC,4,Fourth decil,83303
1987,217,Helsingør,5DC,5,Fifth decil,91409
1987,217,Helsingør,6DC,6,Sixth decil,99157
1987,217,Helsingør,7DC,7,Seventh decil,107622
1987,217,Helsingør,8DC,8,Eigth decil,117444
1987,217,Helsingør,9DC,9,Ninth decil,131632
1987,217,Helsingør,10DC,10,Tenth decil,179243
1988,217,Helsingør,1DC,1,First decil,36909
1988,217,Helsingør,2DC,2,Second decil,65728
1988,217,Helsingør,3DC,3,Third decil,77173
1988,217,Helsingør,4DC,4,Fourth decil,86824
1988,217,Helsingør,5DC,5,Fifth decil,95203
1988,217,Helsingør,6DC,6,Sixth decil,103557
1988,217,Helsingør,7DC,7,Seventh decil,112435
1988,217,Helsingør,8DC,8,Eigth decil,122911
1988,217,Helsingør,9DC,9,Ninth decil,137898
1988,217,Helsingør,10DC,10,Tenth decil,191912
1989,217,Helsingør,1DC,1,First decil,38827
1989,217,Helsingør,2DC,2,Second decil,69233
1989,217,Helsingør,3DC,3,Third decil,80868
1989,217,Helsingør,4DC,4,Fourth decil,90763
1989,217,Helsingør,5DC,5,Fifth decil,99816
1989,217,Helsingør,6DC,6,Sixth decil,108750
1989,217,Helsingør,7DC,7,Seventh decil,118219
1989,217,Helsingør,8DC,8,Eigth decil,129601
1989,217,Helsingør,9DC,9,Ninth decil,145480
1989,217,Helsingør,10DC,10,Tenth decil,199529
1990,217,Helsingør,1DC,1,First decil,39932
1990,217,Helsingør,2DC,2,Second decil,70957
1990,217,Helsingør,3DC,3,Third decil,82737
1990,217,Helsingør,4DC,4,Fourth decil,93102
1990,217,Helsingør,5DC,5,Fifth decil,102750
1990,217,Helsingør,6DC,6,Sixth decil,112236
1990,217,Helsingør,7DC,7,Seventh decil,122419
1990,217,Helsingør,8DC,8,Eigth decil,134310
1990,217,Helsingør,9DC,9,Ninth decil,151309
1990,217,Helsingør,10DC,10,Tenth decil,209547
1991,217,Helsingør,1DC,1,First decil,38761
1991,217,Helsingør,2DC,2,Second decil,73377
1991,217,Helsingør,3DC,3,Third decil,85386
1991,217,Helsingør,4DC,4,Fourth decil,96470
1991,217,Helsingør,5DC,5,Fifth decil,106785
1991,217,Helsingør,6DC,6,Sixth decil,116943
1991,217,Helsingør,7DC,7,Seventh decil,127797
1991,217,Helsingør,8DC,8,Eigth decil,140575
1991,217,Helsingør,9DC,9,Ninth decil,158731
1991,217,Helsingør,10DC,10,Tenth decil,219457
1992,217,Helsingør,1DC,1,First decil,42426
1992,217,Helsingør,2DC,2,Second decil,74532
1992,217,Helsingør,3DC,3,Third decil,87132
1992,217,Helsingør,4DC,4,Fourth decil,98416
1992,217,Helsingør,5DC,5,Fifth decil,109409
1992,217,Helsingør,6DC,6,Sixth decil,119570
1992,217,Helsingør,7DC,7,Seventh decil,130613
1992,217,Helsingør,8DC,8,Eigth decil,144061
1992,217,Helsingør,9DC,9,Ninth decil,163066
1992,217,Helsingør,10DC,10,Tenth decil,226457
1993,217,Helsingør,1DC,1,First decil,41262
1993,217,Helsingør,2DC,2,Second decil,75592
1993,217,Helsingør,3DC,3,Third decil,88075
1993,217,Helsingør,4DC,4,Fourth decil,99802
1993,217,Helsingør,5DC,5,Fifth decil,110907
1993,217,Helsingør,6DC,6,Sixth decil,121591
1993,217,Helsingør,7DC,7,Seventh decil,132901
1993,217,Helsingør,8DC,8,Eigth decil,147055
1993,217,Helsingør,9DC,9,Ninth decil,167073
1993,217,Helsingør,10DC,10,Tenth decil,240921
1994,217,Helsingør,1DC,1,First decil,46944
1994,217,Helsingør,2DC,2,Second decil,80105
1994,217,Helsingør,3DC,3,Third decil,93566
1994,217,Helsingør,4DC,4,Fourth decil,105922
1994,217,Helsingør,5DC,5,Fifth decil,117859
1994,217,Helsingør,6DC,6,Sixth decil,129474
1994,217,Helsingør,7DC,7,Seventh decil,142118
1994,217,Helsingør,8DC,8,Eigth decil,157516
1994,217,Helsingør,9DC,9,Ninth decil,179899
1994,217,Helsingør,10DC,10,Tenth decil,252580
1995,217,Helsingør,1DC,1,First decil,39631
1995,217,Helsingør,2DC,2,Second decil,83281
1995,217,Helsingør,3DC,3,Third decil,97269
1995,217,Helsingør,4DC,4,Fourth decil,110224
1995,217,Helsingør,5DC,5,Fifth decil,122724
1995,217,Helsingør,6DC,6,Sixth decil,134878
1995,217,Helsingør,7DC,7,Seventh decil,147963
1995,217,Helsingør,8DC,8,Eigth decil,163835
1995,217,Helsingør,9DC,9,Ninth decil,187966
1995,217,Helsingør,10DC,10,Tenth decil,273733
1996,217,Helsingør,1DC,1,First decil,56233
1996,217,Helsingør,2DC,2,Second decil,85017
1996,217,Helsingør,3DC,3,Third decil,98956
1996,217,Helsingør,4DC,4,Fourth decil,112616
1996,217,Helsingør,5DC,5,Fifth decil,125982
1996,217,Helsingør,6DC,6,Sixth decil,139041
1996,217,Helsingør,7DC,7,Seventh decil,153075
1996,217,Helsingør,8DC,8,Eigth decil,169760
1996,217,Helsingør,9DC,9,Ninth decil,195086
1996,217,Helsingør,10DC,10,Tenth decil,283140
1997,217,Helsingør,1DC,1,First decil,55781
1997,217,Helsingør,2DC,2,Second decil,88578
1997,217,Helsingør,3DC,3,Third decil,102969
1997,217,Helsingør,4DC,4,Fourth decil,116764
1997,217,Helsingør,5DC,5,Fifth decil,130504
1997,217,Helsingør,6DC,6,Sixth decil,144224
1997,217,Helsingør,7DC,7,Seventh decil,158551
1997,217,Helsingør,8DC,8,Eigth decil,176050
1997,217,Helsingør,9DC,9,Ninth decil,203630
1997,217,Helsingør,10DC,10,Tenth decil,297040
1998,217,Helsingør,1DC,1,First decil,57404
1998,217,Helsingør,2DC,2,Second decil,92452
1998,217,Helsingør,3DC,3,Third decil,107871
1998,217,Helsingør,4DC,4,Fourth decil,122683
1998,217,Helsingør,5DC,5,Fifth decil,137279
1998,217,Helsingør,6DC,6,Sixth decil,151476
1998,217,Helsingør,7DC,7,Seventh decil,166538
1998,217,Helsingør,8DC,8,Eigth decil,185608
1998,217,Helsingør,9DC,9,Ninth decil,214466
1998,217,Helsingør,10DC,10,Tenth decil,325939
1999,217,Helsingør,1DC,1,First decil,62930
1999,217,Helsingør,2DC,2,Second decil,95799
1999,217,Helsingør,3DC,3,Third decil,111633
1999,217,Helsingør,4DC,4,Fourth decil,126997
1999,217,Helsingør,5DC,5,Fifth decil,141572
1999,217,Helsingør,6DC,6,Sixth decil,156331
1999,217,Helsingør,7DC,7,Seventh decil,172360
1999,217,Helsingør,8DC,8,Eigth decil,191347
1999,217,Helsingør,9DC,9,Ninth decil,220572
1999,217,Helsingør,10DC,10,Tenth decil,339756
2000,217,Helsingør,1DC,1,First decil,65161
2000,217,Helsingør,2DC,2,Second decil,99363
2000,217,Helsingør,3DC,3,Third decil,116009
2000,217,Helsingør,4DC,4,Fourth decil,132022
2000,217,Helsingør,5DC,5,Fifth decil,147376
2000,217,Helsingør,6DC,6,Sixth decil,162869
2000,217,Helsingør,7DC,7,Seventh decil,179678
2000,217,Helsingør,8DC,8,Eigth decil,199707
2000,217,Helsingør,9DC,9,Ninth decil,229567
2000,217,Helsingør,10DC,10,Tenth decil,368003
2001,217,Helsingør,1DC,1,First decil,62729
2001,217,Helsingør,2DC,2,Second decil,103304
2001,217,Helsingør,3DC,3,Third decil,120762
2001,217,Helsingør,4DC,4,Fourth decil,137756
2001,217,Helsingør,5DC,5,Fifth decil,153881
2001,217,Helsingør,6DC,6,Sixth decil,169509
2001,217,Helsingør,7DC,7,Seventh decil,186933
2001,217,Helsingør,8DC,8,Eigth decil,208356
2001,217,Helsingør,9DC,9,Ninth decil,240437
2001,217,Helsingør,10DC,10,Tenth decil,363302
2002,217,Helsingør,1DC,1,First decil,71325
2002,217,Helsingør,2DC,2,Second decil,110808
2002,217,Helsingør,3DC,3,Third decil,128890
2002,217,Helsingør,4DC,4,Fourth decil,145814
2002,217,Helsingør,5DC,5,Fifth decil,161580
2002,217,Helsingør,6DC,6,Sixth decil,177912
2002,217,Helsingør,7DC,7,Seventh decil,195439
2002,217,Helsingør,8DC,8,Eigth decil,216908
2002,217,Helsingør,9DC,9,Ninth decil,249723
2002,217,Helsingør,10DC,10,Tenth decil,456416
2003,217,Helsingør,1DC,1,First decil,74869
2003,217,Helsingør,2DC,2,Second decil,113946
2003,217,Helsingør,3DC,3,Third decil,132854
2003,217,Helsingør,4DC,4,Fourth decil,150633
2003,217,Helsingør,5DC,5,Fifth decil,167619
2003,217,Helsingør,6DC,6,Sixth decil,184746
2003,217,Helsingør,7DC,7,Seventh decil,203195
2003,217,Helsingør,8DC,8,Eigth decil,226169
2003,217,Helsingør,9DC,9,Ninth decil,259534
2003,217,Helsingør,10DC,10,Tenth decil,398566
2004,217,Helsingør,1DC,1,First decil,77155
2004,217,Helsingør,2DC,2,Second decil,118007
2004,217,Helsingør,3DC,3,Third decil,138141
2004,217,Helsingør,4DC,4,Fourth decil,157893
2004,217,Helsingør,5DC,5,Fifth decil,176758
2004,217,Helsingør,6DC,6,Sixth decil,195158
2004,217,Helsingør,7DC,7,Seventh decil,214520
2004,217,Helsingør,8DC,8,Eigth decil,238194
2004,217,Helsingør,9DC,9,Ninth decil,274390
2004,217,Helsingør,10DC,10,Tenth decil,412852
2005,217,Helsingør,1DC,1,First decil,76856
2005,217,Helsingør,2DC,2,Second decil,122177
2005,217,Helsingør,3DC,3,Third decil,143037
2005,217,Helsingør,4DC,4,Fourth decil,162920
2005,217,Helsingør,5DC,5,Fifth decil,182392
2005,217,Helsingør,6DC,6,Sixth decil,201892
2005,217,Helsingør,7DC,7,Seventh decil,222460
2005,217,Helsingør,8DC,8,Eigth decil,247357
2005,217,Helsingør,9DC,9,Ninth decil,284945
2005,217,Helsingør,10DC,10,Tenth decil,452333
2006,217,Helsingør,1DC,1,First decil,71670
2006,217,Helsingør,2DC,2,Second decil,125896
2006,217,Helsingør,3DC,3,Third decil,147364
2006,217,Helsingør,4DC,4,Fourth decil,167276
2006,217,Helsingør,5DC,5,Fifth decil,186979
